송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,repeat,cluster
4148000690015300,5013000861011300,34,4148000690015300_5013000861011300,2
5011000078068400,2623000010027100,27,5011000078068400_2623000010027100,0
1156000014018400,5013000527038200,3,1156000014018400_5013000527038200,1
4117300017043200,5011000315076100,24,4117300017043200_5011000315076100,2
5013000731055200,4111700010001300,27,5013000731055200_4111700010001300,0
5013000766079100,4785000074041300,27,5013000766079100_4785000074041300,0
3014000005003100,5011000173057200,44,3014000005003100_5011000173057200,3
4146500019068300,5011000112083300,36,4146500019068300_5011000112083300,2
4136000239050200,5013000579056400,66,4136000239050200_5013000579056400,2
1114000003054300,5011000215099400,80,1114000003054300_5011000215099400,1
4122000023084400,5013000731065300,54,4122000023084400_5013000731065300,2
4136000216029100,5013000861039200,36,4136000216029100_5013000861039200,2
5013000731055200,3171000438099100,27,5013000731055200_3171000438099100,0
5013000802091200,4827000367035400,27,5013000802091200_4827000367035400,0
5013000821028200,2726000035029200,27,5013000821028200_2726000035029200,0
5011000572084100,1141000005038300,27,5011000572084100_1141000005038300,0
5011000213059300,4150000151054300,17,5011000213059300_4150000151054300,0
4148000690043300,5011000435069200,34,4148000690043300_5011000435069200,2
5013000735022300,1165000010085300,27,5013000735022300_1165000010085300,0
4150000061014400,5011000366062400,11,4150000061014400_5011000366062400,2
5013000624091200,2914000020024300,27,5013000624091200_2914000020024300,0
5013000610049100,1138000024069400,27,5013000610049100_1138000024069400,0
5013000734059300,2650000008031400,27,5013000734059300_2650000008031400,0
5013000205048400,4221000008046200,27,5013000205048400_4221000008046200,0
5011000685067100,1171000023033100,27,5011000685067100_1171000023033100,0
5013000778073200,3114000037076100,27,5013000778073200_3114000037076100,0
5013000765096400,4413300198013300,27,5013000765096400_4413300198013300,0
5011000137030100,2623000027020400,27,5011000137030100_2623000027020400,0
5013000043045200,4113500070049100,27,5013000043045200_4113500070049100,0
4136000216019200,5011000318007300,27,4136000216019200_5011000318007300,2
5013000731055200,4115000047014300,27,5013000731055200_4115000047014300,0
5013000909008300,1165000005034400,27,5013000909008300_1165000005034400,0
5013000777063100,4111100025094400,27,5013000777063100_4111100025094400,0
5013000778073200,4155000387077400,27,5013000778073200_4155000387077400,0
4157000306018300,5011000138049400,66,4157000306018300_5011000138049400,2
5013000610049100,2824500040097100,27,5013000610049100_2824500040097100,0
5011000318041400,2671000250020100,19,5011000318041400_2671000250020100,0
5011000228004400,4825000363026200,66,5011000228004400_4825000363026200,0
2644000062028200,5013000302009400,17,2644000062028200_5013000302009400,3
5013000610049100,3114000001001300,27,5013000610049100_3114000001001300,0
5011001053071400,1120000008098200,27,5011001053071400_1120000008098200,0
5011000685067100,1123000014066100,27,5011000685067100_1123000014066100,0
4141000031030100,5011000214097300,41,4141000031030100_5011000214097300,2
5013000354052200,2726000034094300,27,5013000354052200_2726000034094300,0
5011000078068400,1171000021002400,27,5011000078068400_1171000021002400,0
5013000622057100,4157000211093100,27,5013000622057100_4157000211093100,0
5011000078068400,4115000009052100,27,5011000078068400_4115000009052100,0
5013000670082100,1120000014066400,27,5013000670082100_1120000014066400,0
5011000374084100,4615000599078300,80,5011000374084100_4615000599078300,0
5013000865068200,4571000461066300,27,5013000865068200_4571000461066300,0
5011000310047200,2824500048061300,51,5011000310047200_2824500048061300,0
5013000733024100,2729000014002400,27,5013000733024100_2729000014002400,0
5011000437099200,4163000019046400,27,5011000437099200_4163000019046400,0
5011000078068400,4146300031043300,27,5011000078068400_4146300031043300,0
5011000137030100,1168000017008300,27,5011000137030100_1168000017008300,0
5011000578056100,4812700064067400,27,5011000578056100_4812700064067400,0
5013000056011100,4511100020097300,17,5013000056011100_4511100020097300,0
5013000620007400,4684000573056100,27,5013000620007400_4684000573056100,0
5011000078068400,4115000036099100,27,5011000078068400_4115000036099100,0
2623000017072300,5011000374081200,17,2623000017072300_5011000374081200,3
4159000429094300,5011001101059400,44,4159000429094300_5011001101059400,2
5013000610049100,1162000010065300,27,5013000610049100_1162000010065300,0
5013000620007400,4888000574014300,27,5013000620007400_4888000574014300,0
4425000028047200,5013000778073200,27,4425000028047200_5013000778073200,2
2826000023049400,5011000218001300,10,2826000023049400_5011000218001300,3
5013000740006400,4311300054052300,27,5013000740006400_4311300054052300,0
5011000420060100,1150000014051100,27,5011000420060100_1150000014051100,0
5011000078068400,2823700005084200,27,5011000078068400_2823700005084200,0
5011000178007200,4159000386043300,27,5011000178007200_4159000386043300,0
5011000078068400,4128700028062100,27,5011000078068400_4128700028062100,0
5013000731055200,2820000034053100,27,5013000731055200_2820000034053100,0
5011000595017300,4579000390074400,67,5011000595017300_4579000390074400,0
5011000381004300,4514000417017200,27,5011000381004300_4514000417017200,0
5011000078068400,4128500035047200,27,5011000078068400_4128500035047200,0
5013000765096400,4111700027020300,27,5013000765096400_4111700027020300,0
5011000178097200,4687000434020300,27,5011000178097200_4687000434020300,0
5011000078068400,1141000018018100,27,5011000078068400_1141000018018100,0
5013000946007400,4719000552059200,27,5013000946007400_4719000552059200,0
5013000901015200,1168000009037300,27,5013000901015200_1168000009037300,0
4211000650079200,5011000437052400,3,4211000650079200_5011000437052400,2
4518000040093400,5011000316072200,80,4518000040093400_5011000316072200,2
5013000670082100,4611000018042300,27,5013000670082100_4611000018042300,0
2650000006075100,5011000313098400,17,2650000006075100_5011000313098400,3
4148000699072200,5011000353097400,34,4148000699072200_5011000353097400,2
4122000053068300,5011000543041100,93,4122000053068300_5011000543041100,2
4711100190052400,5011000371029200,19,4711100190052400_5011000371029200,0
5013000828061300,2826000105017400,27,5013000828061300_2826000105017400,0
1168000027022100,5011000378024100,34,1168000027022100_5011000378024100,1
5011000373036200,3114000013055200,66,5011000373036200_3114000013055200,0
5011000424078200,2644000045043200,27,5011000424078200_2644000045043200,0
5011000213090100,4715000299078100,27,5011000213090100_4715000299078100,0
5011000078068400,4119700012049400,27,5011000078068400_4119700012049400,0
5011000137030100,4128100123068400,27,5011000137030100_4128100123068400,0
4128500028049400,5011000082077100,3,4128500028049400_5011000082077100,2
4377000238011300,5011000767008300,14,4377000238011300_5011000767008300,2
5011000367041300,3017000007008200,27,5011000367041300_3017000007008200,0
4137000004003200,5011000373031200,10,4137000004003200_5011000373031200,2
5011000581092300,1154500002055300,54,5011000581092300_1154500002055300,0
5011000078068400,4139000087028200,27,5011000078068400_4139000087028200,0
5013000571005200,4155000396097300,27,5013000571005200_4155000396097300,0
5011001076050400,4784000581010300,66,5011001076050400_4784000581010300,0
4137000004003200,5011000437042200,10,4137000004003200_5011000437042200,2
5011000595017300,4122000266010200,67,5011000595017300_4122000266010200,0
5013000610049100,2826000111005100,27,5013000610049100_2826000111005100,0
5011000137030100,4514000323022300,27,5011000137030100_4514000323022300,0
4136000193095300,5011000320035300,36,4136000193095300_5011000320035300,2
4148000690015300,5013000320049200,34,4148000690015300_5013000320049200,2
5013000571017300,2729000017066300,27,5013000571017300_2729000017066300,0
5011000109060400,2726000043044300,25,5011000109060400_2726000043044300,0
5013000610049100,4683000390056200,27,5013000610049100_4683000390056200,0
5013000456029100,1174000018017400,27,5013000456029100_1174000018017400,0
5011000137030100,3020000100094400,27,5011000137030100_3020000100094400,0
5013000858054200,4113300006021300,27,5013000858054200_4113300006021300,0
5011000137030100,4157000290010200,27,5011000137030100_4157000290010200,0
5013000777063100,4127300056097200,27,5013000777063100_4127300056097200,0
5013000124050300,4136000239078400,27,5013000124050300_4136000239078400,0
4128500056028200,5011000372019300,34,4128500056028200_5011000372019300,2
5013000610049100,1135000024050300,27,5013000610049100_1135000024050300,0
1135000030025100,5011000316072200,3,1135000030025100_5011000316072200,1
5013000824069200,4137000027001100,27,5013000824069200_4137000027001100,0
5013000777063100,4812100174096200,27,5013000777063100_4812100174096200,0
5013000778073200,2711000007099200,11,5013000778073200_2711000007099200,0
5013000765096400,1141000011006200,27,5013000765096400_1141000011006200,0
5011000078068400,4111100019072400,27,5011000078068400_4111100019072400,0
5013000731078300,4145000021083300,27,5013000731078300_4145000021083300,0
5013000622057100,4115000036031300,27,5013000622057100_4115000036031300,0
5011000078068400,4148000696022100,27,5011000078068400_4148000696022100,0
5013000778073200,4146100223040100,27,5013000778073200_4146100223040100,0
5011001095044400,2771000070060300,27,5011001095044400_2771000070060300,0
5013000909049200,4119500020099400,27,5013000909049200_4119500020099400,0
4119900010093400,5011000435042100,70,4119900010093400_5011000435042100,2
4150000241045200,5011000373039400,5,4150000241045200_5011000373039400,2
4136000184081400,5011000263010200,27,4136000184081400_5011000263010200,2
5011000137030100,2635000042012100,27,5011000137030100_2635000042012100,0
5013000610049100,2818500034100100,27,5013000610049100_2818500034100100,0
5011000595017300,2820000016068200,67,5011000595017300_2820000016068200,0
4141000031009400,5011000173047300,3,4141000031009400_5011000173047300,2
5011000078068400,2729000039042100,27,5011000078068400_2729000039042100,0
5013000610049100,4145000022098100,27,5013000610049100_4145000022098100,0
4161000401030200,5011000596012200,77,4161000401030200_5011000596012200,2
5013000619077200,4129000001070100,27,5013000619077200_4129000001070100,0
5011000078068400,1120000007022200,27,5011000078068400_1120000007022200,0
5011000595038200,2723000028060400,83,5011000595038200_2723000028060400,0
4148000690015300,5013000822012100,34,4148000690015300_5013000822012100,2
5013000731055200,4713000889019100,27,5013000731055200_4713000889019100,0
4157000088083300,5013000687091200,77,4157000088083300_5013000687091200,2
3017000032050100,5011000214015300,19,3017000032050100_5011000214015300,3
5011000078068400,4128500042033300,27,5011000078068400_4128500042033300,0
5013000354052200,4817000447047400,27,5013000354052200_4817000447047400,0
5011000319005300,5011000320044100,15,5011000319005300_5011000320044100,0
5011000595017300,1144000018030300,67,5011000595017300_1144000018030300,0
3020000149062400,5011000320051100,77,3020000149062400_5011000320051100,3
5011000078068400,4161000181052200,27,5011000078068400_4161000181052200,0
5011000315041100,2611000004032200,80,5011000315041100_2611000004032200,0
5011000320052100,4211000681085100,15,5011000320052100_4211000681085100,0
5011000478099100,2914000006076100,27,5011000478099100_2914000006076100,0
4511300072012400,5011000314093300,93,4511300072012400_5011000314093300,2
5013000740034300,2623000027026400,27,5013000740034300_2623000027026400,0
5013000845056400,4315000317001200,27,5013000845056400_4315000317001200,0
5013000731055200,3020000121051100,27,5013000731055200_3020000121051100,0
5011000278013400,4128100104003100,27,5011000278013400_4128100104003100,0
5013000731055200,4420000369007200,27,5013000731055200_4420000369007200,0
5013000858004400,4725000637092100,27,5013000858004400_4725000637092100,0
5011000213059400,4793000074066400,17,5011000213059400_4793000074066400,0
5011000137030100,2818500027051300,27,5011000137030100_2818500027051300,0
5013000610049100,1114000007096200,27,5013000610049100_1114000007096200,0
4136000252062400,5011000214024200,33,4136000252062400_5011000214024200,2
5011000137030100,2824500033073200,27,5011000137030100_2824500033073200,0
5011000313040400,4889000059008100,27,5011000313040400_4889000059008100,0
5011000078068400,3011000084095200,27,5011000078068400_3011000084095200,0
4148000699072200,5011000543097300,67,4148000699072200_5011000543097300,2
5013000740034300,4511100002040200,27,5013000740034300_4511100002040200,0
1144000024010200,5011000084074400,1,1144000024010200_5011000084074400,1
5013000821028200,4611000027074100,27,5013000821028200_4611000027074100,0
5011001001046400,1156000003040200,27,5011001001046400_1156000003040200,0
5011000078068400,2635000045010300,27,5011000078068400_2635000045010300,0
5013000854066300,3014000013041200,27,5013000854066300_3014000013041200,0
5011000078068400,4413300197087400,27,5011000078068400_4413300197087400,0
5013000610049100,1159000005035100,27,5013000610049100_1159000005035100,0
5011000078068400,4682000635033300,27,5011000078068400_4682000635033300,0
5011000078068400,1162000006062300,27,5011000078068400_1162000006062300,0
5013000610049100,4128700027066300,27,5013000610049100_4128700027066300,0
5013000610049100,2623000016043200,27,5013000610049100_2623000016043200,0
5013000779063100,2824500040001400,27,5013000779063100_2824500040001400,0
5011001027035300,2726000034008200,66,5011001027035300_2726000034008200,0
5011000266051200,2817000011018300,27,5011000266051200_2817000011018300,0
5013000610049100,2811000052082400,27,5013000610049100_2811000052082400,0
5011000175041200,1168000017048300,66,5011000175041200_1168000017048300,0
5011000078068400,1132000012072400,27,5011000078068400_1132000012072400,0
1129000014045300,5011000315071100,93,1129000014045300_5011000315071100,1
5011000078067300,4679000218079200,51,5011000078067300_4679000218079200,0
4161000354019400,5013000823069400,72,4161000354019400_5013000823069400,2
5013000777063100,1168000004033100,27,5013000777063100_1168000004033100,0
5013000735001200,1138000016057400,27,5013000735001200_1138000016057400,0
5013000824069200,4136000112002300,27,5013000824069200_4136000112002300,0
4148000699072200,5011000213028100,21,4148000699072200_5011000213028100,2
4812500205072400,5011000319007400,25,4812500205072400_5011000319007400,0
5013000910034400,4159000662050200,27,5013000910034400_4159000662050200,0
5011000078068400,2620000007100300,27,5011000078068400_2620000007100300,0
5011000375010100,4623000324049400,27,5011000375010100_4623000324049400,0
5013000740006400,4511100043039100,27,5013000740006400_4511100043039100,0
5013000821028200,1156000010090300,27,5013000821028200_1156000010090300,0
1114000005046200,5013000866047200,25,1114000005046200_5013000866047200,1
5013000926087300,1171000018012200,27,5013000926087300_1171000018012200,0
4148000626030400,5013000866013200,3,4148000626030400_5013000866013200,2
4136000006056200,5011000313039400,30,4136000006056200_5011000313039400,2
5013000624091200,2726000036012100,27,5013000624091200_2726000036012100,0
5011000179088300,4127300012037100,27,5011000179088300_4127300012037100,0
5011000272040300,4115000023078300,27,5011000272040300_4115000023078300,0
5013000735022300,2823700019029300,27,5013000735022300_2823700019029300,0
5013000734079400,4163000030085100,27,5013000734079400_4163000030085100,0
5011000078068400,4577000468019300,27,5011000078068400_4577000468019300,0
5011000685067100,4141000003081400,27,5011000685067100_4141000003081400,0
4715000248060400,5011000437037100,35,4715000248060400_5011000437037100,0
5011000078068400,4155000384082300,27,5011000078068400_4155000384082300,0
5011000685067100,4136000395036300,27,5011000685067100_4136000395036300,0
4282000473033400,5011000198010400,66,4282000473033400_5011000198010400,2
5011000213090300,4111700007049400,27,5011000213090300_4111700007049400,0
5013000572007300,4111100019077100,27,5013000572007300_4111100019077100,0
5013000731055200,3611000174008200,27,5013000731055200_3611000174008200,0
4571000650086400,5011000435085400,60,4571000650086400_5011000435085400,2
5011000374036400,4825000447068300,51,5011000374036400_4825000447068300,0
1135000009051200,5011000531034100,36,1135000009051200_5011000531034100,1
4128500028057400,5011000544072300,84,4128500028057400_5011000544072300,2
1129000014045300,5011000544072300,93,1129000014045300_5011000544072300,1
5011000767060300,4721000472022100,27,5011000767060300_4721000472022100,0
5011001094036400,4825000312028200,17,5011001094036400_4825000312028200,0
5013000610049100,2629000015032300,27,5013000610049100_2629000015032300,0
5013000459099100,4888000157049300,27,5013000459099100_4888000157049300,0
5013000205048400,2671000250071400,27,5013000205048400_2671000250071400,0
5011000078068400,4613000362008300,27,5011000078068400_4613000362008300,0
5011000137030100,4128100036014100,27,5011000137030100_4128100036014100,0
5013000354052200,3611000267091100,27,5013000354052200_3611000267091100,0
5011000685067100,4146500033049200,27,5011000685067100_4146500033049200,0
4785000408012300,5011000683096200,36,4785000408012300_5011000683096200,0
5011000424078200,4136000236098300,27,5011000424078200_4136000236098300,0
2629000004065200,5013000684022400,80,2629000004065200_5013000684022400,3
5011000078068400,4111500002062300,27,5011000078068400_4111500002062300,0
5013000821028200,4413100197078100,27,5013000821028200_4413100197078100,0
5013000610049100,1156000010007300,27,5013000610049100_1156000010007300,0
5013000778073200,4113100015067300,27,5013000778073200_4113100015067300,0
5013000821028200,4785000035064200,27,5013000821028200_4785000035064200,0
5013000205030200,2771000101008100,27,5013000205030200_2771000101008100,0
5013000610049100,1154500005067100,27,5013000610049100_1154500005067100,0
1147000003001200,5011000596012200,27,1147000003001200_5011000596012200,1
5011000078068400,3114000075035200,27,5011000078068400_3114000075035200,0
5013000777063100,3114000017036300,27,5013000777063100_3114000017036300,0
5011000214004100,4127300051054100,66,5011000214004100_4127300051054100,0
1154500002088400,5011000890058300,2,1154500002088400_5011000890058300,1
5013000778022200,4119900009044200,27,5013000778022200_4119900009044200,0
5011000137030100,4827000476097300,27,5011000137030100_4827000476097300,0
1121500006024100,5013000866058300,21,1121500006024100_5013000866058300,1
5013000777063100,4413300200028100,27,5013000777063100_4413300200028100,0
5011000437099200,2820000028086300,27,5011000437099200_2820000028086300,0
5013000777063100,1156000024100200,27,5013000777063100_1156000024100200,0
5011000078068400,2820000032008100,27,5011000078068400_2820000032008100,0
5011000213090100,2614000007072100,27,5011000213090100_2614000007072100,0
5013000610049100,3017000007093300,27,5013000610049100_3017000007093300,0
4161000144040200,5011000308060300,5,4161000144040200_5011000308060300,2
5013000354052200,1147000010040100,27,5013000354052200_1147000010040100,0
5011000078068400,4684000574038100,27,5011000078068400_4684000574038100,0
5011000374036400,4159000602018400,51,5011000374036400_4159000602018400,0
5011000968069300,4812300017039400,27,5011000968069300_4812300017039400,0
2644000098076300,5011000216041400,5,2644000098076300_5011000216041400,3
5011000078068400,2635000062009300,27,5011000078068400_2635000062009300,0
5013000610049100,1135000013022200,27,5013000610049100_1135000013022200,0
5013000731055200,2823700002070300,27,5013000731055200_2823700002070300,0
5011000213090100,4413300192036100,27,5011000213090100_4413300192036100,0
5011000767075300,4793000042086400,80,5011000767075300_4793000042086400,0
5011000722006300,1126000002050100,27,5011000722006300_1126000002050100,0
4873000228047300,5011000213014400,23,4873000228047300_5011000213014400,0
5011000262035400,2824500047025200,17,5011000262035400_2824500047025200,0
5011000078068400,4111300041019400,27,5011000078068400_4111300041019400,0
5011000521003200,4884000502025400,27,5011000521003200_4884000502025400,0
1111000026096300,5011000213042400,77,1111000026096300_5011000213042400,1
5011000078068400,3117000034079100,27,5011000078068400_3117000034079100,0
5011000213090100,4611000046046400,27,5011000213090100_4611000046046400,0
5011000213090100,4888000493054100,27,5011000213090100_4888000493054100,0
5013000740006400,4213000332052400,27,5013000740006400_4213000332052400,0
4148000690043300,5011000372014200,34,4148000690043300_5011000372014200,2
4833000340097200,5011000168096300,19,4833000340097200_5011000168096300,0
5013000733024100,4121000026042200,27,5013000733024100_4121000026042200,0
5011000078068400,4128100027091400,27,5011000078068400_4128100027091400,0
5013000741032100,4211000375036300,27,5013000741032100_4211000375036300,0
5013000610049100,4115000009023400,27,5013000610049100_4115000009023400,0
5013000610049100,4719000489004100,27,5013000610049100_4719000489004100,0
4161000402022400,5013000823048300,66,4161000402022400_5013000823048300,2
5011000137030100,2818500026059100,27,5011000137030100_2818500026059100,0
5013000897086300,4119700003084100,27,5013000897086300_4119700003084100,0
5011000078068400,4111700023065200,27,5011000078068400_4111700023065200,0
5013000731095100,4141000011030200,27,5013000731095100_4141000011030200,0
5011000137030100,4418000411008300,27,5011000137030100_4418000411008300,0
5013000777063100,4711300705018100,27,5013000777063100_4711300705018100,0
5013000731026300,1150000030059400,27,5013000731026300_1150000030059400,0
1114000003035200,5011000318065300,78,1114000003035200_5011000318065300,1
5011000685067100,3611000372028100,27,5011000685067100_3611000372028100,0
5011000078068400,4833000350017400,27,5011000078068400_4833000350017400,0
5011000078068400,2811000071038200,27,5011000078068400_2811000071038200,0
5011000381004300,4213000379028100,27,5011000381004300_4213000379028100,0
5011001095042400,2917000067075400,17,5011001095042400_2917000067075400,0
4127100048006400,5011000319095100,3,4127100048006400_5011000319095100,2
5011000685067100,4128100125002100,27,5011000685067100_4128100125002100,0
5013000821028200,4111300037019400,27,5013000821028200_4111300037019400,0
5011000424078200,2671000068080400,27,5011000424078200_2671000068080400,0
5011000137030100,4115000055046200,27,5011000137030100_4115000055046200,0
5011000078068400,4122000066039300,27,5011000078068400_4122000066039300,0
5013000733024100,1154500008001100,27,5013000733024100_1154500008001100,0
5013000731055200,1126000017090100,27,5013000731055200_1126000017090100,0
5013000749016400,4420000126055100,27,5013000749016400_4420000126055100,0
5011000316024300,2644000164024300,51,5011000316024300_2644000164024300,0
1144000013012400,5011000369055100,32,1144000013012400_5011000369055100,1
4159000429094300,5011000109069400,3,4159000429094300_5011000109069400,2
5011000226090200,4182000099094400,27,5011000226090200_4182000099094400,0
5013000619077200,3611000298031300,27,5013000619077200_3611000298031300,0
5011000078068400,1135000030019300,27,5011000078068400_1135000030019300,0
5011000213053400,4136000077052400,27,5011000213053400_4136000077052400,0
5011000379003300,4113500004092100,17,5011000379003300_4113500004092100,0
5011000685067100,2632000020025200,27,5011000685067100_2632000020025200,0
4377000159042400,5011000317033400,66,4377000159042400_5011000317033400,2
5013000610049100,4825000362021300,27,5013000610049100_4825000362021300,0
5011000078068400,1135000013032100,27,5011000078068400_1135000013032100,0
4775000530066100,5011000374019200,27,4775000530066100_5011000374019200,0
5011000108066100,4111300041022200,27,5011000108066100_4111300041022200,0
1168000013001300,5011000373020100,21,1168000013001300_5011000373020100,1
5013000777063100,1154500002026400,27,5013000777063100_1154500002026400,0
4157000306018300,5013000529009300,66,4157000306018300_5013000529009300,2
5011000375010100,4888000569058200,66,5011000375010100_4888000569058200,0
5011000078068400,1123000014025100,27,5011000078068400_1123000014025100,0
5011000215073200,1147000007001200,27,5011000215073200_1147000007001200,0
5011000078068400,4145000015064100,27,5011000078068400_4145000015064100,0
4684000253006400,5013000577051300,83,4684000253006400_5013000577051300,0
5011001001095400,4136000245080200,27,5011001001095400_4136000245080200,0
5013000821028200,4812700066011100,27,5013000821028200_4812700066011100,0
5011000078068400,4161000383044100,27,5011000078068400_4161000383044100,0
5011000168088200,4146500031024200,51,5011000168088200_4146500031024200,0
5011000078068400,4113500071100100,27,5011000078068400_4113500071100100,0
1111000017015300,5013000865018300,19,1111000017015300_5013000865018300,1
5011000078068400,1121500004083200,27,5011000078068400_1121500004083200,0
5013000624091200,1153000012090200,27,5013000624091200_1153000012090200,0
5011000078068400,2826000106026100,27,5011000078068400_2826000106026100,0
5011000420060100,3114000027033400,27,5011000420060100_3114000027033400,0
1154500001021400,5011000320046200,9,1154500001021400_5011000320046200,1
4155000097032400,5013000777094300,5,4155000097032400_5013000777094300,2
5011000380055400,1168000014051300,27,5011000380055400_1168000014051300,0
5011000137030100,4111700010004100,27,5011000137030100_4111700010004100,0
5011001054058100,2826000025069400,27,5011001054058100_2826000025069400,0
5011000137030100,4117300018079100,27,5011000137030100_4117300018079100,0
5013000070091200,4371000149001200,27,5013000070091200_4371000149001200,0
5011001108036200,1168000015042100,27,5011001108036200_1168000015042100,0
4161000324041300,5013000776093300,69,4161000324041300_5013000776093300,2
5013000785045400,1159000005086300,27,5013000785045400_1159000005086300,0
4511300060053300,5013000508066100,77,4511300060053300_5013000508066100,2
5013000823073200,4281001554079300,27,5013000823073200_4281001554079300,0
5013000610049100,1123000001098300,27,5013000610049100_1123000001098300,0
5011000595017300,1130500022054200,67,5011000595017300_1130500022054200,0
5011000220001300,2635000020027300,27,5011000220001300_2635000020027300,0
5013000768074300,4127300043047100,27,5013000768074300_4127300043047100,0
5013000610049100,4511100032093300,27,5013000610049100_4511100032093300,0
4148000690015300,5011000198050200,34,4148000690015300_5011000198050200,2
5011000078068400,4313000739086200,27,5011000078068400_4313000739086200,0
5013000731055200,2818500046052300,27,5013000731055200_2818500046052300,0
5013000729040400,3171000783019300,27,5013000729040400_3171000783019300,0
5011000314031200,4157000260054400,80,5011000314031200_4157000260054400,0
5011000466086300,4521000465043300,27,5011000466086300_4521000465043300,0
5011000137030100,4580000144003400,27,5011000137030100_4580000144003400,0
4719000589059400,5011000318045400,69,4719000589059400_5011000318045400,0
5013000056011100,4719000536050200,17,5013000056011100_4719000536050200,0
5011000266067100,4721000494100400,51,5011000266067100_4721000494100400,0
5011000685067100,1126000011057400,27,5011000685067100_1126000011057400,0
5011000137030100,2714000181026300,27,5011000137030100_2714000181026300,0
5011000424078200,4122000194097100,27,5011000424078200_4122000194097100,0
5011000372010400,4825000459027300,66,5011000372010400_4825000459027300,0
5013000731055200,4518000500047100,27,5013000731055200_4518000500047100,0
1117000009026300,5013000822078300,15,1117000009026300_5013000822078300,1
5011001093012300,2629000021040100,27,5011001093012300_2629000021040100,0
5013000731055200,2824500041051400,27,5013000731055200_2824500041051400,0
5013000411097400,1171000010084100,27,5013000411097400_1171000010084100,0
5011001108036200,2823700014016100,27,5011001108036200_2823700014016100,0
5011000265076200,4711100087002200,27,5011000265076200_4711100087002200,0
5013000354052200,4211000579081200,27,5013000354052200_4211000579081200,0
4146100238100100,5011000368010400,36,4146100238100100_5011000368010400,2
5011000375010100,4511100008001100,66,5011000375010100_4511100008001100,0
4157000306018300,5013000946094400,3,4157000306018300_5013000946094400,2
4146100146003300,5013000880006100,33,4146100146003300_5013000880006100,2
5013000731055200,1130500024018300,27,5013000731055200_1130500024018300,0
5011000078068400,4150000142053100,27,5011000078068400_4150000142053100,0
5011000078068400,1171000020066400,27,5011000078068400_1171000020066400,0
4148000536008400,5011000315077400,14,4148000536008400_5011000315077400,2
5011000137030100,3011000075069100,27,5011000137030100_3011000075069100,0
5011000437099200,4511300085089300,27,5011000437099200_4511300085089300,0
5011000685067100,4273000813076200,27,5011000685067100_4273000813076200,0
5013000862067200,4111100033049400,27,5013000862067200_4111100033049400,0
1156000009012200,5013000862019100,93,1156000009012200_5013000862019100,1
5011000367029300,4833000264052400,27,5011000367029300_4833000264052400,0
5013000732089100,2723000038059400,27,5013000732089100_2723000038059400,0
5011000078068400,3114000013089400,27,5011000078068400_3114000013089400,0
5013000731055200,1162000003096400,27,5013000731055200_1162000003096400,0
4514000439042200,5011000214028200,60,4514000439042200_5011000214028200,2
5011000078068400,4375000378091300,27,5011000078068400_4375000378091300,0
5013000778022200,2771000052005200,27,5013000778022200_2771000052005200,0
3023000053033100,5011000314087400,8,3023000053033100_5011000314087400,3
5011000078068400,1132000019047100,27,5011000078068400_1132000019047100,0
4122000053068300,5011000482050300,41,4122000053068300_5011000482050300,2
5011000373036200,1130500014043300,66,5011000373036200_1130500014043300,0
5011000078068400,1141000019089400,27,5011000078068400_1141000019089400,0
5013000765096400,4146300001068300,27,5013000765096400_4146300001068300,0
5013000731055200,2632000015056200,27,5013000731055200_2632000015056200,0
4141000031030100,5011000520016200,14,4141000031030100_5011000520016200,2
5013000610049100,4719000553035200,27,5013000610049100_4719000553035200,0
5013000740006400,4888000574056300,27,5013000740006400_4888000574056300,0
1154500001021400,5011000173091300,54,1154500001021400_5011000173091300,1
5011000349021200,1156000008066300,51,5011000349021200_1156000008066300,0
4150000329099100,5013000413078200,41,4150000329099100_5013000413078200,2
5013000740006400,1150000034002100,27,5013000740006400_1150000034002100,0
5011000137030100,3014000004020100,27,5011000137030100_3014000004020100,0
5013000610049100,2817000004086100,27,5013000610049100_2817000004086100,0
5011000315016300,4511100002037300,66,5011000315016300_4511100002037300,0
5011000384015100,4215000422094300,27,5011000384015100_4215000422094300,0
5013000610049100,1171000013064400,27,5013000610049100_1171000013064400,0
5013000610049100,1165000011085300,27,5013000610049100_1165000011085300,0
5013000616057100,4146100309059400,27,5013000616057100_4146100309059400,0
5011000316024300,3020000087017400,51,5011000316024300_3020000087017400,0
5011000078068400,4427000417038300,27,5011000078068400_4427000417038300,0
5013000308099400,4119500019079100,27,5013000308099400_4119500019079100,0
5011000078068400,2614000009080100,27,5011000078068400_2614000009080100,0
5011000078068400,4374500049082200,27,5011000078068400_4374500049082200,0
5013000821028200,4514000406090400,27,5013000821028200_4514000406090400,0
5011000486060300,4183000209075200,66,5011000486060300_4183000209075200,0
4137000019060200,5013000033087400,42,4137000019060200_5013000033087400,2
5011000769078300,4413100102097300,27,5011000769078300_4413100102097300,0
5011000626037100,4887000136024300,27,5011000626037100_4887000136024300,0
5013000740006400,4113500063002400,27,5013000740006400_4113500063002400,0
5011000767075300,4159000255073200,80,5011000767075300_4159000255073200,0
5013000467030200,4713000537009300,27,5013000467030200_4713000537009300,0
5013000785062300,2629000010068400,27,5013000785062300_2629000010068400,0
5013000821028200,4111100028001300,27,5013000821028200_4111100028001300,0
