송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시_시군구,수하인_광역시_시군구,카테고리_mean,카테고리_min,카테고리_max
4377000238011300,5011000089092400,66,43770,50110,5.696324951644101,3,105
4150000201062200,5011000320018100,5,41500,50110,5.774957698815567,3,93
5013000777063100,3611000357087400,27,50130,36110,4.322080606269377,3,179
4111700019028100,5011000179062400,66,41117,50110,5.696324951644101,3,105
5011000595017300,4111100027035100,67,50110,41111,4.092013888888889,3,48
5013000675081300,1111000026048300,27,50130,11110,4.322080606269377,3,179
2653000016100300,5011000310049300,41,26530,50110,3.707482993197279,3,25
5011000370063200,4121000026021100,27,50110,41210,4.322080606269377,3,179
5013000777063100,4111100024029200,27,50130,41111,4.322080606269377,3,179
5011000685067100,2820000050032300,27,50110,28200,4.322080606269377,3,179
1153000017005200,5013000777091300,29,11530,50130,6.728260869565218,3,62
4148000687085300,5011000220007100,34,41480,50110,4.976168652612282,3,118
5011000078068400,4161000223068300,27,50110,41610,4.322080606269377,3,179
5013000785062300,4115000044043300,17,50130,41150,6.088825214899713,3,108
5013000610049100,1162000017098100,27,50130,11620,4.322080606269377,3,179
5013000821028200,4128100161028400,27,50130,41281,4.322080606269377,3,179
5011000137030100,4511300072097100,27,50110,45113,4.322080606269377,3,179
5011000078068400,3111000024092400,27,50110,31110,4.322080606269377,3,179
5013000823059200,2820000015092300,27,50130,28200,4.322080606269377,3,179
5013000731055200,4420000366073300,27,50130,44200,4.322080606269377,3,179
5013000506072100,4729000228027200,27,50130,47290,4.322080606269377,3,179
3011000054046300,5013000823057200,5,30110,50130,5.774957698815567,3,93
5013000821028200,2729000024045300,27,50130,27290,4.322080606269377,3,179
5011000379006400,1114000007085400,27,50110,11140,4.322080606269377,3,179
5013000610049100,4161000317021300,27,50130,41610,4.322080606269377,3,179
5013000777063100,2818500045050300,27,50130,28185,4.322080606269377,3,179
5013000818051200,2647000002018100,27,50130,26470,4.322080606269377,3,179
5013000610049100,1130500007038300,27,50130,11305,4.322080606269377,3,179
4420000201100300,5011000173048300,77,44200,50110,5.92,3,123
5013000675081300,4521000132011400,27,50130,45210,4.322080606269377,3,179
5011000373058300,1174000015099300,5,50110,11740,5.774957698815567,3,93
5013000821028200,4139000102056100,27,50130,41390,4.322080606269377,3,179
4155000387045300,5013000759069100,86,41550,50130,5.241379310344827,3,31
5013000731055200,1144000017071200,27,50130,11440,4.322080606269377,3,179
5013000845056400,4159000471084300,27,50130,41590,4.322080606269377,3,179
5013000354052200,4886000124004300,27,50130,48860,4.322080606269377,3,179
5011000137030100,1168000021007100,27,50110,11680,4.322080606269377,3,179
4157000126045400,5011000437021400,33,41570,50110,7.664670658682635,3,84
5011000381004300,4420000191048200,27,50110,44200,4.322080606269377,3,179
4148000626030400,5011000315087400,3,41480,50110,6.815602836879433,3,122
5011000078068400,2820000049013200,27,50110,28200,4.322080606269377,3,179
4146100238100100,5011000426081400,6,41461,50110,9.592592592592593,3,130
5011000685067100,4425000029066400,27,50110,44250,4.322080606269377,3,179
5011000078068400,2823700005007400,27,50110,28237,4.322080606269377,3,179
5013000731055200,4283000577033400,27,50130,42830,4.322080606269377,3,179
2623000019068400,5011000219022100,66,26230,50110,5.696324951644101,3,105
5013000825039100,4784000260012400,27,50130,47840,4.322080606269377,3,179
5011000316024300,4111300026092400,51,50110,41113,5.674418604651163,3,68
2723000088054300,5011000213065400,11,27230,50110,5.83125,3,70
5013000897086300,4874000210020300,27,50130,48740,4.322080606269377,3,179
5013000731055200,4141000018061300,27,50130,41410,4.322080606269377,3,179
5013000731055200,2917000081082400,27,50130,29170,4.322080606269377,3,179
5013000821028200,1174000016043200,27,50130,11740,4.322080606269377,3,179
5011000215022300,1129000016079400,66,50110,11290,5.696324951644101,3,105
5013000624091200,1174000011048100,27,50130,11740,4.322080606269377,3,179
4146100238100100,5011000214028300,66,41461,50110,5.696324951644101,3,105
5013000735022300,4183000518058300,27,50130,41830,4.322080606269377,3,179
5011000078068400,3611000357072400,27,50110,36110,4.322080606269377,3,179
5011000972091200,4373000418095200,51,50110,43730,5.674418604651163,3,68
5011000259006100,4137000038029200,51,50110,41370,5.674418604651163,3,68
5011000078068400,4159000299056100,27,50110,41590,4.322080606269377,3,179
5013000930047300,1132000008019400,27,50130,11320,4.322080606269377,3,179
5013000858004400,4136000270025200,27,50130,41360,4.322080606269377,3,179
4146100274005300,5013000045062200,77,41461,50130,5.92,3,123
5011000220031300,4728000463071100,27,50110,47280,4.322080606269377,3,179
1117000018035300,5013000033060100,27,11170,50130,4.322080606269377,3,179
5013000859031200,4119500010036300,27,50130,41195,4.322080606269377,3,179
5011000078068400,4311300049037100,27,50110,43113,4.322080606269377,3,179
2626000012061400,5013000861046300,17,26260,50130,6.088825214899713,3,108
5013000771032200,4415000502071400,27,50130,44150,4.322080606269377,3,179
5011000535028300,4887000362072100,27,50110,48870,4.322080606269377,3,179
5011000316024300,4213000280098300,51,50110,42130,5.674418604651163,3,68
5011000078068400,2635000043077300,27,50110,26350,4.322080606269377,3,179
5011001052097100,2647000005068100,27,50110,26470,4.322080606269377,3,179
5011000485091400,2641000030072100,27,50110,26410,4.322080606269377,3,179
5013000704063400,4276000471081100,27,50130,42760,4.322080606269377,3,179
5013000854017300,4128100125084200,27,50130,41281,4.322080606269377,3,179
1168000012071300,5013000622057100,27,11680,50130,4.322080606269377,3,179
4157000306018300,5013000861035200,27,41570,50130,4.322080606269377,3,179
4148000696080100,5011000373020300,4,41480,50110,3.25,3,4
5013000780029200,3120000041079400,27,50130,31200,4.322080606269377,3,179
5011000316024300,4115000054030300,51,50110,41150,5.674418604651163,3,68
4180000526026100,5011000318002400,34,41800,50110,4.976168652612282,3,118
3023000012008100,5011000373028300,14,30230,50110,5.469230769230769,3,120
4136000040079200,5011000174062100,36,41360,50110,4.406349206349207,3,23
4145000060088200,5011000312028300,29,41450,50110,6.728260869565218,3,62
5013000731055200,4812700022042200,27,50130,48127,4.322080606269377,3,179
4157000151088400,5013000776087100,77,41570,50130,5.92,3,123
5013000316036200,4127300039099400,27,50130,41273,4.322080606269377,3,179
5011000595017300,1165000018061400,67,50110,11650,4.092013888888889,3,48
5013000703030300,1162000012085200,27,50130,11620,4.322080606269377,3,179
5013000699026100,1138000015060200,27,50130,11380,4.322080606269377,3,179
4165000469012300,5013000866035300,25,41650,50130,4.765333333333333,3,41
5011000078068400,4211000613045100,27,50110,42110,4.322080606269377,3,179
4711300638068300,5013000882030300,17,47113,50130,6.088825214899713,3,108
5011000535028300,4139000011035300,27,50110,41390,4.322080606269377,3,179
5011000078068400,4221000014077200,27,50110,42210,4.322080606269377,3,179
5011000375010100,2817000026016400,66,50110,28170,5.696324951644101,3,105
5011000137030100,4122000126058100,27,50110,41220,4.322080606269377,3,179
5013000732100400,4127300011050100,27,50130,41273,4.322080606269377,3,179
4146100126009100,5013000931065200,77,41461,50130,5.92,3,123
5011000224053100,4671000277098300,27,50110,46710,4.322080606269377,3,179
5013000777063100,1144000019060400,27,50130,11440,4.322080606269377,3,179
5011000137030100,3114000002046300,27,50110,31140,4.322080606269377,3,179
5011000266051200,4673000344006100,27,50110,46730,4.322080606269377,3,179
5011000424031100,4119500018085300,27,50110,41195,4.322080606269377,3,179
5011000175041200,3023000071073200,66,50110,30230,5.696324951644101,3,105
5013000777063100,2871000263034100,27,50130,28710,4.322080606269377,3,179
4150000201062200,5011000318067300,5,41500,50110,5.774957698815567,3,93
5013000821028200,4183000407027200,27,50130,41830,4.322080606269377,3,179
5011000137030100,4111300035065100,27,50110,41113,4.322080606269377,3,179
5011000424031100,1120000010065400,27,50110,11200,4.322080606269377,3,179
5011000078068400,4146100028020100,27,50110,41461,4.322080606269377,3,179
4519000626011100,5013000468022300,97,45190,50130,5.217391304347826,3,27
5011000213090100,3611000320001400,27,50110,36110,4.322080606269377,3,179
5011000424078200,4812900072100200,27,50110,48129,4.322080606269377,3,179
5011000137030100,4111700029066200,27,50110,41117,4.322080606269377,3,179
5011000375010100,1117000001065100,66,50110,11170,5.696324951644101,3,105
5011000078068400,1168000013076200,27,50110,11680,4.322080606269377,3,179
4143000031042400,5011000265042300,76,41430,50110,5.9375,3,44
5011001001058100,4773000805036100,66,50110,47730,5.696324951644101,3,105
5011000435012100,4159000475023100,27,50110,41590,4.322080606269377,3,179
5013000778022200,2623000013020400,27,50130,26230,4.322080606269377,3,179
5011001108036200,4825000126098300,27,50110,48250,4.322080606269377,3,179
5013000731055200,4812500012075200,27,50130,48125,4.322080606269377,3,179
5013000821028200,4611000033061400,27,50130,46110,4.322080606269377,3,179
5011000685067100,2726000042080300,27,50110,27260,4.322080606269377,3,179
5013000610049100,1123000011087200,27,50130,11230,4.322080606269377,3,179
5013000821028200,3611000316017400,27,50130,36110,4.322080606269377,3,179
5013000524039300,4211000580095400,27,50130,42110,4.322080606269377,3,179
5011000109060400,2635000045080100,25,50110,26350,4.765333333333333,3,41
4155000097032400,5011000215057400,14,41550,50110,5.469230769230769,3,120
4165000469012300,5013000817094400,57,41650,50130,3.529032258064516,3,10
5013000354052200,1135000014064400,27,50130,11350,4.322080606269377,3,179
4148000690015300,5011000266060300,34,41480,50110,4.976168652612282,3,118
5011000137030100,4420000386022400,27,50110,44200,4.322080606269377,3,179
5011000685067100,4812300030052400,27,50110,48123,4.322080606269377,3,179
4148000690015300,5013000731065300,34,41480,50130,4.976168652612282,3,118
5011000078068400,4812300057056400,27,50110,48123,4.322080606269377,3,179
3171000094054200,5011000266021300,5,31710,50110,5.774957698815567,3,93
1117000015035200,5011000552078200,3,11170,50110,6.815602836879433,3,122
5011000078068400,2723000028096400,27,50110,27230,4.322080606269377,3,179
5011000543038400,1121500002060300,5,50110,11215,5.774957698815567,3,93
5011000215050400,4161000248023400,51,50110,41610,5.674418604651163,3,68
5011000078068400,1153000014049200,27,50110,11530,4.322080606269377,3,179
5011000258018200,4121000008013400,51,50110,41210,5.674418604651163,3,68
5013000610049100,4159000179016100,27,50130,41590,4.322080606269377,3,179
5013000686004300,3114000014023400,27,50130,31140,4.322080606269377,3,179
5013000854017300,1130500019022200,27,50130,11305,4.322080606269377,3,179
5011001027055100,4723000752091400,27,50110,47230,4.322080606269377,3,179
5013000610049100,2818500045010100,27,50130,28185,4.322080606269377,3,179
1165000005035200,5013000905068200,25,11650,50130,4.765333333333333,3,41
5011000264070100,4833000293052300,27,50110,48330,4.322080606269377,3,179
5011000078068400,4711100194044400,27,50110,47111,4.322080606269377,3,179
5011000470023200,2820000007022100,17,50110,28200,6.088825214899713,3,108
5013000862062200,5011000316031100,27,50130,50110,4.322080606269377,3,179
4127100048006400,5011000319050400,17,41271,50110,6.088825214899713,3,108
5011000424078200,1147000015055400,27,50110,11470,4.322080606269377,3,179
5013000854017300,1117000008007200,27,50130,11170,4.322080606269377,3,179
4513000256050300,5011000318076200,69,45130,50110,9.658536585365853,3,77
5011000220031300,2635000035083100,27,50110,26350,4.322080606269377,3,179
4136000216029100,5011000214045400,36,41360,50110,4.406349206349207,3,23
5013000316036200,2915500022012300,27,50130,29155,4.322080606269377,3,179
5011000424031100,4420000309009200,27,50110,44200,4.322080606269377,3,179
5011000078068400,2818500009044200,27,50110,28185,4.322080606269377,3,179
4711100112075100,5011000174063200,23,47111,50110,12.866666666666667,3,84
4150000061014400,5011001001085400,25,41500,50110,4.765333333333333,3,41
5013000765096400,4157000229015300,27,50130,41570,4.322080606269377,3,179
4167000203013400,5011000519033400,44,41670,50110,5.028301886792453,3,27
5013000622057100,4146100015054100,27,50130,41461,4.322080606269377,3,179
5013000777063100,4155000320050400,27,50130,41550,4.322080606269377,3,179
2826000144047400,5013000867042300,74,28260,50130,4.1,3,13
1174000025077100,5011000430022200,72,11740,50110,6.0625,3,30
5011000137030100,4137000019003300,27,50110,41370,4.322080606269377,3,179
5011000375010100,2911000010077200,66,50110,29110,5.696324951644101,3,105
5011000316024300,1147000014097100,51,50110,11470,5.674418604651163,3,68
5011000315099400,4128500056069200,66,50110,41285,5.696324951644101,3,105
5013000909069100,4215000420080300,27,50130,42150,4.322080606269377,3,179
5011000267019100,1165000013058400,17,50110,11650,6.088825214899713,3,108
1165000006069300,5011000373020100,90,11650,50110,8.75,3,60
4136000216029100,5011000379051100,36,41360,50110,4.406349206349207,3,23
5011000630025300,4577000091080100,66,50110,45770,5.696324951644101,3,105
5011000078068400,1144000002076300,27,50110,11440,4.322080606269377,3,179
1147000010071300,5011000373056300,5,11470,50110,5.774957698815567,3,93
5013000660055300,4136000362016400,27,50130,41360,4.322080606269377,3,179
5013000610049100,4113100003012400,27,50130,41131,4.322080606269377,3,179
5011000595017300,1144000016100200,67,50110,11440,4.092013888888889,3,48
4161000203048400,5011000214095400,77,41610,50110,5.92,3,123
5011000374056300,1130500022093100,27,50110,11305,4.322080606269377,3,179
5013000821028200,4122000233063400,27,50130,41220,4.322080606269377,3,179
5011000226090200,1123000004097300,27,50110,11230,4.322080606269377,3,179
4157000294033200,5011000264055100,17,41570,50110,6.088825214899713,3,108
4519000626011100,5011000317040400,54,45190,50110,5.219512195121951,3,56
5013000824069200,4146100095010400,27,50130,41461,4.322080606269377,3,179
5011000767075300,4477000300019400,25,50110,44770,4.765333333333333,3,41
5013000610049100,4136000143070300,27,50130,41360,4.322080606269377,3,179
5011000479070200,1117000001016300,66,50110,11170,5.696324951644101,3,105
5011000373026400,1159000003048300,34,50110,11590,4.976168652612282,3,118
5011000078068400,4420000469031200,27,50110,44200,4.322080606269377,3,179
5011000137030100,1120000010055100,27,50110,11200,4.322080606269377,3,179
5013000731055200,4617000038027200,27,50130,46170,4.322080606269377,3,179
4715000248060400,5013000809068400,90,47150,50130,8.75,3,60
5011000272040300,4623000417093200,27,50110,46230,4.322080606269377,3,179
4128100114099100,5011000088062200,56,41281,50110,9.1,3,197
5011000314079400,4611000012056300,27,50110,46110,4.322080606269377,3,179
1150000033008400,5013000676094400,3,11500,50130,6.815602836879433,3,122
2638000028098100,5013000871040300,25,26380,50130,4.765333333333333,3,41
5013000828084200,1147000002086200,27,50130,11470,4.322080606269377,3,179
5013000734063300,4511300036040100,27,50130,45113,4.322080606269377,3,179
5013000731079400,4122000184028200,27,50130,41220,4.322080606269377,3,179
5013000124098400,1141000013040200,66,50130,11410,5.696324951644101,3,105
5011000137030100,4128700035095200,27,50110,41287,4.322080606269377,3,179
5011000078068400,4111300025031300,27,50110,41113,4.322080606269377,3,179
5013000694051400,4311100058044400,27,50130,43111,4.322080606269377,3,179
5013000778073200,1168000011064100,27,50130,11680,4.322080606269377,3,179
4376000055095100,5013000863096300,27,43760,50130,4.322080606269377,3,179
5013000354052200,4413300151051300,27,50130,44133,4.322080606269377,3,179
5011000685067100,2726000005092300,27,50110,27260,4.322080606269377,3,179
5011000078068400,4812300018061200,27,50110,48123,4.322080606269377,3,179
5011000595017300,1174000008003100,67,50110,11740,4.092013888888889,3,48
4311300002063400,5011000373088100,34,43113,50110,4.976168652612282,3,118
5011000685067100,2638000038039300,27,50110,26380,4.322080606269377,3,179
5011000078068400,4117100019038100,27,50110,41171,4.322080606269377,3,179
5011000078068400,4371000159072300,27,50110,43710,4.322080606269377,3,179
1168000015064300,5013000818057200,21,11680,50130,10.892156862745098,3,134
5013000823047200,4615000591092300,27,50130,46150,4.322080606269377,3,179
4119900009063300,5011000320051400,5,41199,50110,5.774957698815567,3,93
5011000375010100,1168000018089400,66,50110,11680,5.696324951644101,3,105
5013000610049100,4886000702071200,27,50130,48860,4.322080606269377,3,179
5013000734059300,4825000340004300,27,50130,48250,4.322080606269377,3,179
4420000529077100,5011000214063400,66,44200,50110,5.696324951644101,3,105
5013000571020200,2820000036020100,27,50130,28200,4.322080606269377,3,179
4141000031030100,5011000430007300,14,41410,50110,5.469230769230769,3,120
5011000316024300,4518000499032400,51,50110,45180,5.674418604651163,3,68
5011000078068400,4139000077089100,27,50110,41390,4.322080606269377,3,179
5013000610049100,1132000017064300,27,50130,11320,4.322080606269377,3,179
5011000485092400,4122000187048200,17,50110,41220,6.088825214899713,3,108
5013000610049100,4146300021092400,27,50130,41463,4.322080606269377,3,179
4127300022051100,5013000866067300,64,41273,50130,5.790697674418604,3,20
5011000320025200,2723000030058400,26,50110,27230,4.0588235294117645,3,14
5013000610049100,4131000013009200,27,50130,41310,4.322080606269377,3,179
4159000429094300,5013000853039300,25,41590,50130,4.765333333333333,3,41
1117000009037100,5011000435063100,15,11170,50110,6.840909090909091,3,103
5011000078068400,1120000009040100,27,50110,11200,4.322080606269377,3,179
4148000690043300,5011000431068400,34,41480,50110,4.976168652612282,3,118
4119900010093400,5011000264059100,70,41199,50110,4.1568627450980395,3,16
5013000821028200,1168000012057400,27,50130,11680,4.322080606269377,3,179
5013000610049100,4148000683042200,27,50130,41480,4.322080606269377,3,179
5013000608075200,4127100035016400,27,50130,41271,4.322080606269377,3,179
5011000078068400,4420000385007300,27,50110,44200,4.322080606269377,3,179
5011000721036100,4315000266043200,27,50110,43150,4.322080606269377,3,179
5011000316067400,1154500001086100,27,50110,11545,4.322080606269377,3,179
5013000622057100,2638000015027200,27,50130,26380,4.322080606269377,3,179
5013000731055200,4579000604051100,27,50130,45790,4.322080606269377,3,179
5011000373003200,3114000014048200,27,50110,31140,4.322080606269377,3,179
5011000137030100,4139000011075300,27,50110,41390,4.322080606269377,3,179
5011000384015100,4119700005024400,27,50110,41197,4.322080606269377,3,179
5011000078068400,4131000013016300,27,50110,41310,4.322080606269377,3,179
2635000035072100,5011000319024100,41,26350,50110,3.707482993197279,3,25
5011000315073100,4127300065073100,19,50110,41273,12.889830508474576,3,413
5011000319077400,4148000699072200,67,50110,41480,4.092013888888889,3,48
5011000316024300,3020000076023300,51,50110,30200,5.674418604651163,3,68
5011000078068400,4827000063066100,27,50110,48270,4.322080606269377,3,179
5013000684033400,4717001341079100,27,50130,47170,4.322080606269377,3,179
5011000213090100,4577000472095100,27,50110,45770,4.322080606269377,3,179
4684000588073300,5011000266062400,5,46840,50110,5.774957698815567,3,93
5013000610049100,4113500057036400,27,50130,41135,4.322080606269377,3,179
5011000078068400,4420000324083400,27,50110,44200,4.322080606269377,3,179
4148000690015300,5013000817074300,34,41480,50130,4.976168652612282,3,118
5011000078068400,4137000027086400,27,50110,41370,4.322080606269377,3,179
5013000637036200,4376000575028300,27,50130,43760,4.322080606269377,3,179
1150000039014400,5011000412043400,66,11500,50110,5.696324951644101,3,105
5013000354052200,2632000034076100,27,50130,26320,4.322080606269377,3,179
5011000215058100,4713000425044300,27,50110,47130,4.322080606269377,3,179
5011000213090100,2823700011012200,27,50110,28237,4.322080606269377,3,179
4159000429094300,5011000680028300,25,41590,50110,4.765333333333333,3,41
5013000735022300,1162000005064300,27,50130,11620,4.322080606269377,3,179
5011000265076200,4115000074080300,25,50110,41150,4.765333333333333,3,41
5011000137030100,1162000012077300,27,50110,11620,4.322080606269377,3,179
4146100146003300,5011000214024200,33,41461,50110,7.664670658682635,3,84
5011000769078300,1111000017035200,27,50110,11110,4.322080606269377,3,179
4148000690015300,5013000863041400,34,41480,50130,4.976168652612282,3,118
5013000622057100,4686000314044400,27,50130,46860,4.322080606269377,3,179
5013000732081300,1171000008078300,27,50130,11710,4.322080606269377,3,179
4150000241045200,5011000379043300,5,41500,50110,5.774957698815567,3,93
5011000078068400,3017000025061200,27,50110,30170,4.322080606269377,3,179
5013000043054100,4128500056010200,27,50130,41285,4.322080606269377,3,179
4146100353012300,5013000813011400,25,41461,50130,4.765333333333333,3,41
5011000318001300,4514000417021300,66,50110,45140,5.696324951644101,3,105
5013000610049100,4159000469061300,27,50130,41590,4.322080606269377,3,179
5013000411097400,1121500014014400,27,50130,11215,4.322080606269377,3,179
5013000735022300,4219000131098100,27,50130,42190,4.322080606269377,3,179
4127300065073100,5011000318044100,41,41273,50110,3.707482993197279,3,25
5011000437099200,2820000022022400,27,50110,28200,4.322080606269377,3,179
5013000765096400,4113100026052300,27,50130,41131,4.322080606269377,3,179
5011000137030100,4833000419049200,27,50110,48330,4.322080606269377,3,179
5013000731055200,4128500032096100,27,50130,41285,4.322080606269377,3,179
5013000777063100,4146500030078200,27,50130,41465,4.322080606269377,3,179
5013000354052200,1162000002021300,27,50130,11620,4.322080606269377,3,179
4157000114095200,5011000217022200,77,41570,50110,5.92,3,123
5011001128032200,4119700002058400,27,50110,41197,4.322080606269377,3,179
5013000732089100,4812700029015400,27,50130,48127,4.322080606269377,3,179
5013000664074400,2714000155081400,27,50130,27140,4.322080606269377,3,179
5011000078068400,3017000011033400,27,50110,30170,4.322080606269377,3,179
5011001001046400,4213000393014200,27,50110,42130,4.322080606269377,3,179
5013000821028200,4511100012047400,27,50130,45111,4.322080606269377,3,179
5013000557071300,4128100162020400,27,50130,41281,4.322080606269377,3,179
5013000622057100,1120000005035100,27,50130,11200,4.322080606269377,3,179
5013000624091200,4278000524044300,27,50130,42780,4.322080606269377,3,179
5011000437099200,4613000411087300,80,50110,46130,8.838120104438643,3,150
5013000905088200,4150000073089200,27,50130,41500,4.322080606269377,3,179
4148000455058200,5013000033034300,57,41480,50130,3.529032258064516,3,10
5011000313025300,3020000124090200,27,50110,30200,4.322080606269377,3,179
5011000367031400,1150000040081300,27,50110,11500,4.322080606269377,3,179
5011000078068400,2635000057025100,27,50110,26350,4.322080606269377,3,179
4148000699072200,5011000372059400,36,41480,50110,4.406349206349207,3,23
5013000731055200,2920000072064100,27,50130,29200,4.322080606269377,3,179
5011000265077200,1168000024052300,80,50110,11680,8.838120104438643,3,150
5011000078068400,4128100089029200,27,50110,41281,4.322080606269377,3,179
4150000199100200,5011000596012200,66,41500,50110,5.696324951644101,3,105
5011000215063400,2818500027004200,17,50110,28185,6.088825214899713,3,108
4161000402022400,5011000266033100,25,41610,50110,4.765333333333333,3,41
5011001052013300,4623000346073400,66,50110,46230,5.696324951644101,3,105
5011000318049100,2914000012039200,27,50110,29140,4.322080606269377,3,179
5011000318067400,2650000005084300,25,50110,26500,4.765333333333333,3,41
5013000765096400,4139000098009300,27,50130,41390,4.322080606269377,3,179
5011000595017300,4511100002056300,67,50110,45111,4.092013888888889,3,48
4715000248060400,5011000319051300,40,47150,50110,4.4375,3,10
5011000078068400,4117300018048100,27,50110,41173,4.322080606269377,3,179
5011000685067100,4127100045039300,27,50110,41271,4.322080606269377,3,179
5011000212018400,4119900008096100,51,50110,41199,5.674418604651163,3,68
5013000862067200,2871000308028100,27,50130,28710,4.322080606269377,3,179
4471000290087200,5011000374052400,5,44710,50110,5.774957698815567,3,93
4148000699072200,5013000867017200,34,41480,50130,4.976168652612282,3,118
5011000078068400,4611000027074100,27,50110,46110,4.322080606269377,3,179
5011000078068400,4511100007041100,27,50110,45111,4.322080606269377,3,179
4413100296077200,5011000432081100,93,44131,50110,3.3066666666666666,3,6
5011000137030100,2729000044055400,27,50110,27290,4.322080606269377,3,179
5011000578094300,3114000005041200,27,50110,31140,4.322080606269377,3,179
5011000315099400,1171000011086100,66,50110,11710,5.696324951644101,3,105
5011000349021200,1171000013095100,51,50110,11710,5.674418604651163,3,68
5011000137030100,4421000419093100,27,50110,44210,4.322080606269377,3,179
5011000078068400,1123000013072200,27,50110,11230,4.322080606269377,3,179
4146300064039300,5013000468040200,76,41463,50130,5.9375,3,44
5011000078068400,4833000264052200,27,50110,48330,4.322080606269377,3,179
5011000078068400,4833000444060100,27,50110,48330,4.322080606269377,3,179
5013000610049100,1150000034049200,27,50130,11500,4.322080606269377,3,179
5011000259006100,4157000273032300,51,50110,41570,5.674418604651163,3,68
5011000078068400,1147000006022300,27,50110,11470,4.322080606269377,3,179
4311300016079100,5011000173068300,44,43113,50110,5.028301886792453,3,27
5013000610049100,4511100031091200,27,50130,45111,4.322080606269377,3,179
5011000078068400,2632000004045100,27,50110,26320,4.322080606269377,3,179
5013000354052200,4711300729009100,27,50130,47113,4.322080606269377,3,179
5013000610049100,4514000399058200,27,50130,45140,4.322080606269377,3,179
4688000489062100,5011000264038100,66,46880,50110,5.696324951644101,3,105
5011000272063400,4689000367009400,27,50110,46890,4.322080606269377,3,179
5011000078068400,4161000166041200,27,50110,41610,4.322080606269377,3,179
5011000424078200,4128500039073100,27,50110,41285,4.322080606269377,3,179
1165000017036200,5011000320052100,78,11650,50110,5.8,3,16
5013000610049100,4146100138057300,27,50130,41461,4.322080606269377,3,179
5011000215050400,4119500011036300,51,50110,41195,5.674418604651163,3,68
5013000731055200,4272001723048100,27,50130,42720,4.322080606269377,3,179
4157000181058400,5011000313040300,77,41570,50110,5.92,3,123
5013000777063100,2723000072099200,27,50130,27230,4.322080606269377,3,179
5013000777063100,4141000031089200,27,50130,41410,4.322080606269377,3,179
5011001056005400,1141000019059300,27,50110,11410,4.322080606269377,3,179
5013000897086300,4313000673086200,27,50130,43130,4.322080606269377,3,179
3023000062009100,5011000488006300,97,30230,50110,5.217391304347826,3,27
5011000078068400,4146300054021200,27,50110,41463,4.322080606269377,3,179
4165000745096300,5011000373026400,75,41650,50110,4.03030303030303,3,28
5013000610049100,4117100032028300,27,50130,41171,4.322080606269377,3,179
5013000557071300,4413100123037200,27,50130,44131,4.322080606269377,3,179
5011000213090100,1129000024015400,27,50110,11290,4.322080606269377,3,179
4148000699072200,5011000173084300,34,41480,50110,4.976168652612282,3,118
4148000690015300,5011000758060400,34,41480,50110,4.976168652612282,3,118
5011000436041400,4167000232092400,27,50110,41670,4.322080606269377,3,179
4148000690015300,5013000880003300,34,41480,50130,4.976168652612282,3,118
5013000664028200,2914000014038100,27,50130,29140,4.322080606269377,3,179
2614000020087100,5011000319085300,71,26140,50110,4.291666666666667,3,17
5011000626054300,4148000502007400,27,50110,41480,4.322080606269377,3,179
5013000732063300,1153000017064300,27,50130,11530,4.322080606269377,3,179
5011000314060100,4128500051055200,80,50110,41285,8.838120104438643,3,150
5011000264026100,5011000215052400,3,50110,50110,6.815602836879433,3,122
5013000459099100,4127300057070100,27,50130,41273,4.322080606269377,3,179
5011000570061200,4613000311021400,27,50110,46130,4.322080606269377,3,179
5011000582021400,1171000021066100,80,50110,11710,8.838120104438643,3,150
5011000366070100,4421000418095300,27,50110,44210,4.322080606269377,3,179
5013000731055200,4127100028002200,27,50130,41271,4.322080606269377,3,179
5013000814095400,1168000020093400,27,50130,11680,4.322080606269377,3,179
5011000078068400,1147000017048200,27,50110,11470,4.322080606269377,3,179
5013000610049100,1126000011002300,27,50130,11260,4.322080606269377,3,179
5011000078068400,4157000260025200,27,50110,41570,4.322080606269377,3,179
1153000004004400,5011000850097300,3,11530,50110,6.815602836879433,3,122
1153000017005200,5013000776083300,3,11530,50130,6.815602836879433,3,122
4150000241065200,5011000431068400,5,41500,50110,5.774957698815567,3,93
5011000137030100,2644000144021400,27,50110,26440,4.322080606269377,3,179
5013000731084300,3611000296099100,27,50130,36110,4.322080606269377,3,179
5013000778022200,4145000021019300,27,50130,41450,4.322080606269377,3,179
5013000610049100,4136000245099400,27,50130,41360,4.322080606269377,3,179
2638000036028300,5011001027003200,25,26380,50110,4.765333333333333,3,41
5011000214005200,4141000003029300,19,50110,41410,12.889830508474576,3,413
5013000821028200,4127100018064300,27,50130,41271,4.322080606269377,3,179
5013000865068200,4511300076062300,27,50130,45113,4.322080606269377,3,179
5013000731055200,4373000228015100,27,50130,43730,4.322080606269377,3,179
5011000137030100,4511100021006300,27,50110,45111,4.322080606269377,3,179
5011000078068400,4155000280089400,27,50110,41550,4.322080606269377,3,179
5013000909005400,2650000005057100,27,50130,26500,4.322080606269377,3,179
4148000699072200,5013000785063100,67,41480,50130,4.092013888888889,3,48
5011000429098400,1156000024092300,80,50110,11560,8.838120104438643,3,150
5011000265077200,4571000550033100,80,50110,45710,8.838120104438643,3,150
5011000264026100,5011000482037400,3,50110,50110,6.815602836879433,3,122
