송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시_시군구,송하인_읍면동_리,송하인_기타,수하인_광역시_시군구,수하인_읍면동_리,수하인_기타,카테고리_mean,카테고리_min,카테고리_max
5013000821028200,3020000027094300,27,50130,00821,028200,30200,00027,094300,4.322080606269377,3,179
5011000429098400,4119500018088100,27,50110,00429,098400,41195,00018,088100,4.322080606269377,3,179
4148000699072200,5013000823050100,34,41480,00699,072200,50130,00823,050100,4.976168652612282,3,118
4113500010057300,5011000265017200,69,41135,00010,057300,50110,00265,017200,9.658536585365853,3,77
5011000137030100,4127300028038300,27,50110,00137,030100,41273,00028,038300,4.322080606269377,3,179
5013000043054100,4119500019064100,27,50130,00043,054100,41195,00019,064100,4.322080606269377,3,179
5011000437099200,4729000251020100,27,50110,00437,099200,47290,00251,020100,4.322080606269377,3,179
5011000109060400,4511300097017400,25,50110,00109,060400,45113,00097,017400,4.765333333333333,3,41
5011000078068400,4825000113073200,27,50110,00078,068400,48250,00113,073200,4.322080606269377,3,179
5013000910034400,4111500009100400,27,50130,00910,034400,41115,00009,100400,4.322080606269377,3,179
5013000622057100,4128100137028400,27,50130,00622,057100,41281,00137,028400,4.322080606269377,3,179
5011000137030100,4128100137032300,27,50110,00137,030100,41281,00137,032300,4.322080606269377,3,179
5011000213090100,4611000018023400,27,50110,00213,090100,46110,00018,023400,4.322080606269377,3,179
5013000821028200,1111000005067400,27,50130,00821,028200,11110,00005,067400,4.322080606269377,3,179
5011000685067100,4163000217096400,27,50110,00685,067100,41630,00217,096400,4.322080606269377,3,179
5011000078068400,4136000239068300,27,50110,00078,068400,41360,00239,068300,4.322080606269377,3,179
5011000375010100,4831000189056300,66,50110,00375,010100,48310,00189,056300,5.696324951644101,3,105
5013000691060200,4117300017022300,27,50130,00691,060200,41173,00017,022300,4.322080606269377,3,179
5013000731055200,4165000475094400,27,50130,00731,055200,41650,00475,094400,4.322080606269377,3,179
5011000424078200,4148000432059300,27,50110,00424,078200,41480,00432,059300,4.322080606269377,3,179
5011000220031300,4115000025053100,27,50110,00220,031300,41150,00025,053100,4.322080606269377,3,179
5011000213090100,4690000365063300,27,50110,00213,090100,46900,00365,063300,4.322080606269377,3,179
5013000367031200,4812300029046300,27,50130,00367,031200,48123,00029,046300,4.322080606269377,3,179
5013000310080200,1171000009013300,27,50130,00310,080200,11710,00009,013300,4.322080606269377,3,179
5011001054058100,3020000112003200,27,50110,01054,058100,30200,00112,003200,4.322080606269377,3,179
5013000821028200,4623000440035400,27,50130,00821,028200,46230,00440,035400,4.322080606269377,3,179
3023000012008100,5011000214048100,25,30230,00012,008100,50110,00214,048100,4.765333333333333,3,41
5011000137030100,1168000017027100,27,50110,00137,030100,11680,00017,027100,4.322080606269377,3,179
4119900005091100,5013000823077400,41,41199,00005,091100,50130,00823,077400,3.707482993197279,3,25
5013000610049100,4129000016097300,27,50130,00610,049100,41290,00016,097300,4.322080606269377,3,179
5013000403077100,4283000577007300,27,50130,00403,077100,42830,00577,007300,4.322080606269377,3,179
5011000424031100,4420000309016200,27,50110,00424,031100,44200,00309,016200,4.322080606269377,3,179
5011000535028300,4148000629027100,27,50110,00535,028300,41480,00629,027100,4.322080606269377,3,179
5011000535028300,2917000094070200,27,50110,00535,028300,29170,00094,070200,4.322080606269377,3,179
5011000078068400,4574000102093400,27,50110,00078,068400,45740,00102,093400,4.322080606269377,3,179
5011000228004400,2620000007026100,27,50110,00228,004400,26200,00007,026100,4.322080606269377,3,179
4282000473033400,5011000319063100,66,42820,00473,033400,50110,00319,063100,5.696324951644101,3,105
5011000420060100,4128700029046400,27,50110,00420,060100,41287,00029,046400,4.322080606269377,3,179
5013000821028200,2915500013082400,27,50130,00821,028200,29155,00013,082400,4.322080606269377,3,179
4150000163045200,5011000435086400,5,41500,00163,045200,50110,00435,086400,5.774957698815567,3,93
5013000765096400,1141000008071400,27,50130,00765,096400,11410,00008,071400,4.322080606269377,3,179
4521000519003100,5011000318060200,11,45210,00519,003100,50110,00318,060200,5.83125,3,70
5013000691060200,4117100020001400,27,50130,00691,060200,41171,00020,001400,4.322080606269377,3,179
1132000005016400,5011000373054200,14,11320,00005,016400,50110,00373,054200,5.469230769230769,3,120
5011000082053300,2726000025074200,27,50110,00082,053300,27260,00025,074200,4.322080606269377,3,179
1153000017005200,5013000777095200,5,11530,00017,005200,50130,00777,095200,5.774957698815567,3,93
4812900050069100,5011000082064200,3,48129,00050,069100,50110,00082,064200,6.815602836879433,3,122
5011000367041300,4122000406046300,27,50110,00367,041300,41220,00406,046300,4.322080606269377,3,179
5011000109009400,1117000010002300,15,50110,00109,009400,11170,00010,002300,6.840909090909091,3,103
5013000524039300,2729000033067300,27,50130,00524,039300,27290,00033,067300,4.322080606269377,3,179
4121000032002400,5013000684035200,17,41210,00032,002400,50130,00684,035200,6.088825214899713,3,108
4311300016079100,5011000110097400,44,43113,00016,079100,50110,00110,097400,5.028301886792453,3,27
4148000664099300,5011000215008400,99,41480,00664,099300,50110,00215,008400,5.3478260869565215,3,40
5011001070065300,2626000013003400,27,50110,01070,065300,26260,00013,003400,4.322080606269377,3,179
4159000429094300,5011000374043300,3,41590,00429,094300,50110,00374,043300,6.815602836879433,3,122
5013000610049100,1147000010078200,27,50130,00610,049100,11470,00010,078200,4.322080606269377,3,179
5011000078068400,1120000005003200,27,50110,00078,068400,11200,00005,003200,4.322080606269377,3,179
5011000078068400,4822000271020300,27,50110,00078,068400,48220,00271,020300,4.322080606269377,3,179
5011000078068400,4211000714003300,27,50110,00078,068400,42110,00714,003300,4.322080606269377,3,179
5011000259006100,2623000006094100,51,50110,00259,006100,26230,00006,094100,5.674418604651163,3,68
4148000690015300,5011000372012100,34,41480,00690,015300,50110,00372,012100,4.976168652612282,3,118
5011000258018200,1171000019028300,51,50110,00258,018200,11710,00019,028300,5.674418604651163,3,68
4127300022051100,5013000905023100,64,41273,00022,051100,50130,00905,023100,5.790697674418604,3,20
5013000731079400,1126000006097400,27,50130,00731,079400,11260,00006,097400,4.322080606269377,3,179
4155000331094100,5013000854005200,60,41550,00331,094100,50130,00854,005200,4.428571428571429,3,28
5013000267042300,1171000027085300,27,50130,00267,042300,11710,00027,085300,4.322080606269377,3,179
5013000858004300,4571000499023400,27,50130,00858,004300,45710,00499,023400,4.322080606269377,3,179
4313000673068100,5011000374002100,36,43130,00673,068100,50110,00374,002100,4.406349206349207,3,23
5013000731055200,2635000027032400,27,50130,00731,055200,26350,00027,032400,4.322080606269377,3,179
4514000416077300,5013000014002400,17,45140,00416,077300,50130,00014,002400,6.088825214899713,3,108
5011000224053100,4374000665004300,27,50110,00224,053100,43740,00665,004300,4.322080606269377,3,179
5011000439011100,4157000228065100,27,50110,00439,011100,41570,00228,065100,4.322080606269377,3,179
5013000617099100,2623000025048100,27,50130,00617,099100,26230,00025,048100,4.322080606269377,3,179
4825000220073100,5013000866048300,17,48250,00220,073100,50130,00866,048300,6.088825214899713,3,108
5011000424078200,4717000827078200,27,50110,00424,078200,47170,00827,078200,4.322080606269377,3,179
5011000968084100,4812900035062300,27,50110,00968,084100,48129,00035,062300,4.322080606269377,3,179
5013000821028200,2826000115098300,27,50130,00821,028200,28260,00115,098300,4.322080606269377,3,179
4136000216029100,5011000314079400,36,41360,00216,029100,50110,00314,079400,4.406349206349207,3,23
5011001054058100,4825000383030200,27,50110,01054,058100,48250,00383,030200,4.322080606269377,3,179
4148000690043300,5011000317035300,34,41480,00690,043300,50110,00317,035300,4.976168652612282,3,118
5011000896023400,4136000270028200,80,50110,00896,023400,41360,00270,028200,8.838120104438643,3,150
5011000349021200,4682000602095100,51,50110,00349,021200,46820,00602,095100,5.674418604651163,3,68
5011000078068400,4311300054100400,27,50110,00078,068400,43113,00054,100400,4.322080606269377,3,179
5011000316024300,4719000605066100,51,50110,00316,024300,47190,00605,066100,5.674418604651163,3,68
5011000578094300,2638000008043300,27,50110,00578,094300,26380,00008,043300,4.322080606269377,3,179
5013000731055200,4519000223073300,27,50130,00731,055200,45190,00223,073300,4.322080606269377,3,179
4159000709060400,5011000374032300,6,41590,00709,060400,50110,00374,032300,9.592592592592593,3,130
5013000610049100,2626000009066300,27,50130,00610,049100,26260,00009,066300,4.322080606269377,3,179
2723000075096200,5013000866056400,44,27230,00075,096200,50130,00866,056400,5.028301886792453,3,27
5013000822013100,2638000008081200,27,50130,00822,013100,26380,00008,081200,4.322080606269377,3,179
5011000320010200,4157000273020100,27,50110,00320,010200,41570,00273,020100,4.322080606269377,3,179
5011000318041400,4719000528075200,19,50110,00318,041400,47190,00528,075200,12.889830508474576,3,413
5013000729040400,4519000393038100,27,50130,00729,040400,45190,00393,038100,4.322080606269377,3,179
5011000595017300,1153000014097300,67,50110,00595,017300,11530,00014,097300,4.092013888888889,3,48
4141000031030100,5011000267062200,41,41410,00031,030100,50110,00267,062200,3.707482993197279,3,25
5011000078068400,4111300042019200,27,50110,00078,068400,41113,00042,019200,4.322080606269377,3,179
4273000645034100,5013000866049200,5,42730,00645,034100,50130,00866,049200,5.774957698815567,3,93
5013000617099100,2820000042070100,27,50130,00617,099100,28200,00042,070100,4.322080606269377,3,179
5011000078068400,2820000013032400,27,50110,00078,068400,28200,00013,032400,4.322080606269377,3,179
5011000078068400,1171000023093200,27,50110,00078,068400,11710,00023,093200,4.322080606269377,3,179
4127300065073100,5011000377016300,41,41273,00065,073100,50110,00377,016300,3.707482993197279,3,25
4127300053063400,5013000171014400,44,41273,00053,063400,50130,00171,014400,5.028301886792453,3,27
5013000907027300,2920000038025100,27,50130,00907,027300,29200,00038,025100,4.322080606269377,3,179
5013000732100400,3014000008009300,27,50130,00732,100400,30140,00008,009300,4.322080606269377,3,179
4148000699072200,5011000318023100,34,41480,00699,072200,50110,00318,023100,4.976168652612282,3,118
2714000148078100,5011000258030100,5,27140,00148,078100,50110,00258,030100,5.774957698815567,3,93
4128500028049400,5011000199019300,66,41285,00028,049400,50110,00199,019300,5.696324951644101,3,105
5011000078068400,4128700041029300,27,50110,00078,068400,41287,00041,029300,4.322080606269377,3,179
5013000821028200,4111100028083400,27,50130,00821,028200,41111,00028,083400,4.322080606269377,3,179
5011001054058100,2647000010011200,27,50110,01054,058100,26470,00010,011200,4.322080606269377,3,179
5011001054058100,1144000017038400,27,50110,01054,058100,11440,00017,038400,4.322080606269377,3,179
5011000627031200,4211000611003100,27,50110,00627,031200,42110,00611,003100,4.322080606269377,3,179
4157000166017200,5011000265081200,66,41570,00166,017200,50110,00265,081200,5.696324951644101,3,105
5011000265037300,4150000115002400,17,50110,00265,037300,41500,00115,002400,6.088825214899713,3,108
4148000690015300,5011000264045200,34,41480,00690,015300,50110,00264,045200,4.976168652612282,3,118
5011000078068400,4121000020050400,27,50110,00078,068400,41210,00020,050400,4.322080606269377,3,179
5013000926087300,1150000013031200,27,50130,00926,087300,11500,00013,031200,4.322080606269377,3,179
5013000731055200,4136000262062400,27,50130,00731,055200,41360,00262,062400,4.322080606269377,3,179
5013000610049100,1117000006081100,27,50130,00610,049100,11170,00006,081100,4.322080606269377,3,179
4180000526026100,5011000215027300,34,41800,00526,026100,50110,00215,027300,4.976168652612282,3,118
5011000078068400,1168000007023300,27,50110,00078,068400,11680,00007,023300,4.322080606269377,3,179
5011000137030100,1135000012012100,27,50110,00137,030100,11350,00012,012100,4.322080606269377,3,179
5013000610049100,1168000019062200,27,50130,00610,049100,11680,00019,062200,4.322080606269377,3,179
5011000137030100,2818500015078200,27,50110,00137,030100,28185,00015,078200,4.322080606269377,3,179
5013000766068200,4155000380094300,27,50130,00766,068200,41550,00380,094300,4.322080606269377,3,179
5013000731055200,4373000495022100,27,50130,00731,055200,43730,00495,022100,4.322080606269377,3,179
5011000199044400,4148000703043400,27,50110,00199,044400,41480,00703,043400,4.322080606269377,3,179
5011000078068400,1174000016044200,27,50110,00078,068400,11740,00016,044200,4.322080606269377,3,179
5013000859023300,4377000072003300,27,50130,00859,023300,43770,00072,003300,4.322080606269377,3,179
5011000137030100,4136000323094300,27,50110,00137,030100,41360,00323,094300,4.322080606269377,3,179
5011000272063400,3017000035025300,27,50110,00272,063400,30170,00035,025300,4.322080606269377,3,179
4150000199100200,5013000635005300,66,41500,00199,100200,50130,00635,005300,5.696324951644101,3,105
4136000250098200,5011000167094400,3,41360,00250,098200,50110,00167,094400,6.815602836879433,3,122
5011000422093300,2920000105085100,27,50110,00422,093300,29200,00105,085100,4.322080606269377,3,179
5013000610049100,4413300186003400,27,50130,00610,049100,44133,00186,003400,4.322080606269377,3,179
5013000766068200,2614000016063200,27,50130,00766,068200,26140,00016,063200,4.322080606269377,3,179
4157000273015300,5011000315058400,54,41570,00273,015300,50110,00315,058400,5.219512195121951,3,56
5011000078068400,4145000010053400,27,50110,00078,068400,41450,00010,053400,4.322080606269377,3,179
5013000359097100,2620000022055400,27,50130,00359,097100,26200,00022,055400,4.322080606269377,3,179
5011000317097400,4831000230089200,80,50110,00317,097400,48310,00230,089200,8.838120104438643,3,150
5011000429098400,4571000478071400,27,50110,00429,098400,45710,00478,071400,4.322080606269377,3,179
5011000685067100,4146300039024100,27,50110,00685,067100,41463,00039,024100,4.322080606269377,3,179
5011000078068400,3171000664092100,27,50110,00078,068400,31710,00664,092100,4.322080606269377,3,179
5013000731055200,4513000187029300,27,50130,00731,055200,45130,00187,029300,4.322080606269377,3,179
5011000422093300,2820000014068300,27,50110,00422,093300,28200,00014,068300,4.322080606269377,3,179
5011000078068400,2650000005065400,27,50110,00078,068400,26500,00005,065400,4.322080606269377,3,179
5013000557071300,2917000028052400,27,50130,00557,071300,29170,00028,052400,4.322080606269377,3,179
5013000610049100,4122000054023100,27,50130,00610,049100,41220,00054,023100,4.322080606269377,3,179
5011000318044400,4373000314078100,80,50110,00318,044400,43730,00314,078100,8.838120104438643,3,150
5011001027004400,4725000719072200,27,50110,01027,004400,47250,00719,072200,4.322080606269377,3,179
5013000731055200,4833000447074300,27,50130,00731,055200,48330,00447,074300,4.322080606269377,3,179
4157000306018300,5011000276079200,25,41570,00306,018300,50110,00276,079200,4.765333333333333,3,41
5013000802091200,4136000269079400,27,50130,00802,091200,41360,00269,079400,4.322080606269377,3,179
5013000828084200,1111000021093300,27,50130,00828,084200,11110,00021,093300,4.322080606269377,3,179
5011000078068400,4817000290049200,27,50110,00078,068400,48170,00290,049200,4.322080606269377,3,179
5011000078068400,2817000010039400,27,50110,00078,068400,28170,00010,039400,4.322080606269377,3,179
4141000031030100,5011000367074100,57,41410,00031,030100,50110,00367,074100,3.529032258064516,3,10
5013000610070300,1141000011026400,27,50130,00610,070300,11410,00011,026400,4.322080606269377,3,179
5013000740034300,4613000323001200,27,50130,00740,034300,46130,00323,001200,4.322080606269377,3,179
5013000572007300,4136000200043200,27,50130,00572,007300,41360,00200,043200,4.322080606269377,3,179
4141000031030100,5011000368030300,5,41410,00031,030100,50110,00368,030300,5.774957698815567,3,93
5011000178007200,4143000045089400,27,50110,00178,007200,41430,00045,089400,4.322080606269377,3,179
5013000827089100,4413300092053400,27,50130,00827,089100,44133,00092,053400,4.322080606269377,3,179
5011000137030100,4127300008049200,27,50110,00137,030100,41273,00008,049200,4.322080606269377,3,179
5013000608075200,4139000084004400,27,50130,00608,075200,41390,00084,004400,4.322080606269377,3,179
1129000014045300,5011000430011200,63,11290,00014,045300,50110,00430,011200,3.347826086956522,3,6
5013000610049100,1117000012072300,27,50130,00610,049100,11170,00012,072300,4.322080606269377,3,179
5013000811072300,4571000387007400,27,50130,00811,072300,45710,00387,007400,4.322080606269377,3,179
4148000690015300,5013000579050200,34,41480,00690,015300,50130,00579,050200,4.976168652612282,3,118
5011000525070400,4615000629089100,27,50110,00525,070400,46150,00629,089100,4.322080606269377,3,179
4159000429094300,5011000214090100,44,41590,00429,094300,50110,00214,090100,5.028301886792453,3,27
4146100257098200,5011000373090400,19,41461,00257,098200,50110,00373,090400,12.889830508474576,3,413
5013000616064300,2818500012045400,27,50130,00616,064300,28185,00012,045400,4.322080606269377,3,179
5011000685067100,4617000122058100,27,50110,00685,067100,46170,00122,058100,4.322080606269377,3,179
4146100146003300,5011000373035200,33,41461,00146,003300,50110,00373,035200,7.664670658682635,3,84
4150000418009400,5011000367031400,83,41500,00418,009400,50110,00367,031400,7.954545454545454,3,40
4159000429094300,5011000315062400,25,41590,00429,094300,50110,00315,062400,4.765333333333333,3,41
5011000078068400,2638000065030400,27,50110,00078,068400,26380,00065,030400,4.322080606269377,3,179
5013000273028100,1147000006025100,27,50130,00273,028100,11470,00006,025100,4.322080606269377,3,179
5013000476048300,4315000321077300,27,50130,00476,048300,43150,00321,077300,4.322080606269377,3,179
5013000610049100,1126000004067400,27,50130,00610,049100,11260,00004,067400,4.322080606269377,3,179
5011000316024300,4136000272047200,51,50110,00316,024300,41360,00272,047200,5.674418604651163,3,68
5013000740006400,2635000062029200,27,50130,00740,006400,26350,00062,029200,4.322080606269377,3,179
5011000137030100,4672000082080100,27,50110,00137,030100,46720,00082,080100,4.322080606269377,3,179
5013000317061400,4115000045091100,27,50130,00317,061400,41150,00045,091100,4.322080606269377,3,179
5011000078068400,4139000065004200,27,50110,00078,068400,41390,00065,004200,4.322080606269377,3,179
5013000909008300,4812100162086400,27,50130,00909,008300,48121,00162,086400,4.322080606269377,3,179
5011000895024400,4157000223094100,27,50110,00895,024400,41570,00223,094100,4.322080606269377,3,179
5013000723077100,4148000466067400,27,50130,00723,077100,41480,00466,067400,4.322080606269377,3,179
5013000731055200,1150000042059200,27,50130,00731,055200,11500,00042,059200,4.322080606269377,3,179
5013000731055200,1126000015091400,27,50130,00731,055200,11260,00015,091400,4.322080606269377,3,179
5011000527068200,4117100011062300,27,50110,00527,068200,41171,00011,062300,4.322080606269377,3,179
2714000162099100,5011000274038100,45,27140,00162,099100,50110,00274,038100,6.529411764705882,3,42
5013000678073300,1174000010051300,27,50130,00678,073300,11740,00010,051300,4.322080606269377,3,179
5011000373003200,2917000059098100,27,50110,00373,003200,29170,00059,098100,4.322080606269377,3,179
5011000078068400,2626000011100100,27,50110,00078,068400,26260,00011,100100,4.322080606269377,3,179
2632000016063300,5013000505068200,17,26320,00016,063300,50130,00505,068200,6.088825214899713,3,108
4141000031030100,5011000318044100,54,41410,00031,030100,50110,00318,044100,5.219512195121951,3,56
4159000429094300,5011000313076200,66,41590,00429,094300,50110,00313,076200,5.696324951644101,3,105
5011000078068400,4137000039013100,27,50110,00078,068400,41370,00039,013100,4.322080606269377,3,179
5011000265076200,3020000028086400,17,50110,00265,076200,30200,00028,086400,6.088825214899713,3,108
5013000731055200,4514000247079100,27,50130,00731,055200,45140,00247,079100,4.322080606269377,3,179
5011000317079300,3111000017011200,27,50110,00317,079300,31110,00017,011200,4.322080606269377,3,179
5011000213090100,4822000217089200,27,50110,00213,090100,48220,00217,089200,4.322080606269377,3,179
4275000611097300,5013000800099200,17,42750,00611,097300,50130,00800,099200,6.088825214899713,3,108
5013000930047300,3020000102043400,27,50130,00930,047300,30200,00102,043400,4.322080606269377,3,179
4148000690015300,5013000823054400,34,41480,00690,015300,50130,00823,054400,4.976168652612282,3,118
5013000610049100,1168000025076100,27,50130,00610,049100,11680,00025,076100,4.322080606269377,3,179
5013000610049100,3020000105090100,27,50130,00610,049100,30200,00105,090100,4.322080606269377,3,179
4159000429094300,5011000685003400,3,41590,00429,094300,50110,00685,003400,6.815602836879433,3,122
5013000668041200,4278000697058300,27,50130,00668,041200,42780,00697,058300,4.322080606269377,3,179
5011000420060100,4831000254074400,27,50110,00420,060100,48310,00254,074400,4.322080606269377,3,179
5011000535028300,4375000123021200,27,50110,00535,028300,43750,00123,021200,4.322080606269377,3,179
5011000320025200,1111000023028400,20,50110,00320,025200,11110,00023,028400,13.818181818181818,3,105
5011000685067100,4115000054007100,27,50110,00685,067100,41150,00054,007100,4.322080606269377,3,179
4782000506048300,5013000860009200,44,47820,00506,048300,50130,00860,009200,5.028301886792453,3,27
1117000009070100,5011000173041400,15,11170,00009,070100,50110,00173,041400,6.840909090909091,3,103
5013000610070300,4139000017007400,27,50130,00610,070300,41390,00017,007400,4.322080606269377,3,179
4148000690015300,5011000314072400,34,41480,00690,015300,50110,00314,072400,4.976168652612282,3,118
5011000974097100,4127300042029100,27,50110,00974,097100,41273,00042,029100,4.322080606269377,3,179
5011000316024300,2729000039028300,51,50110,00316,024300,27290,00039,028300,5.674418604651163,3,68
4148000690015300,5011000377040300,34,41480,00690,015300,50110,00377,040300,4.976168652612282,3,118
4145000007068200,5013000014025300,66,41450,00007,068200,50130,00014,025300,5.696324951644101,3,105
5013000403077100,1135000019020100,27,50130,00403,077100,11350,00019,020100,4.322080606269377,3,179
5011001054058100,1168000020009400,27,50110,01054,058100,11680,00020,009400,4.322080606269377,3,179
5013000926078200,4721000471079200,27,50130,00926,078200,47210,00471,079200,4.322080606269377,3,179
5011000521082100,4157000228063400,27,50110,00521,082100,41570,00228,063400,4.322080606269377,3,179
4514000248090300,5011000220002400,44,45140,00248,090300,50110,00220,002400,5.028301886792453,3,27
5013000740016200,2729000045088300,27,50130,00740,016200,27290,00045,088300,4.322080606269377,3,179
5013000610049100,4688000403085100,27,50130,00610,049100,46880,00403,085100,4.322080606269377,3,179
5011000078068400,4128500022031300,27,50110,00078,068400,41285,00022,031300,4.322080606269377,3,179
5011000213090100,3120000055010300,27,50110,00213,090100,31200,00055,010300,4.322080606269377,3,179
5011001053071200,3014000029019400,27,50110,01053,071200,30140,00029,019400,4.322080606269377,3,179
4150000201062200,5011000316036400,5,41500,00201,062200,50110,00316,036400,5.774957698815567,3,93
5013000232098200,1129000005038100,27,50130,00232,098200,11290,00005,038100,4.322080606269377,3,179
4159000429094300,5013000023092200,66,41590,00429,094300,50130,00023,092200,5.696324951644101,3,105
4159000383096200,5013000795087100,93,41590,00383,096200,50130,00795,087100,3.3066666666666666,3,6
4511300072012400,5011000212007300,93,45113,00072,012400,50110,00212,007300,3.3066666666666666,3,6
5013000731055200,4427000447067100,27,50130,00731,055200,44270,00447,067100,4.322080606269377,3,179
5011000424078200,4136000298042300,27,50110,00424,078200,41360,00298,042300,4.322080606269377,3,179
5011000685067100,4128500044074300,27,50110,00685,067100,41285,00044,074300,4.322080606269377,3,179
5011000078068400,4773001067080300,27,50110,00078,068400,47730,01067,080300,4.322080606269377,3,179
2917000049035100,5011000474012300,11,29170,00049,035100,50110,00474,012300,5.83125,3,70
5011000078068400,4119500009011400,27,50110,00078,068400,41195,00009,011400,4.322080606269377,3,179
5011000437099200,3611000150094300,27,50110,00437,099200,36110,00150,094300,4.322080606269377,3,179
5011000078068400,2817000012054400,27,50110,00078,068400,28170,00012,054400,4.322080606269377,3,179
5011000595017300,4163000123014100,67,50110,00595,017300,41630,00123,014100,4.092013888888889,3,48
5011000078068400,4825000362035200,27,50110,00078,068400,48250,00362,035200,4.322080606269377,3,179
5011000178007200,4785000192016100,66,50110,00178,007200,47850,00192,016100,5.696324951644101,3,105
5011000078068400,4128100103049100,27,50110,00078,068400,41281,00103,049100,4.322080606269377,3,179
5013000127025300,4221000009051300,17,50130,00127,025300,42210,00009,051300,6.088825214899713,3,108
4148000687085300,5011000435072100,34,41480,00687,085300,50110,00435,072100,4.976168652612282,3,118
5011000078068400,4128700028027400,27,50110,00078,068400,41287,00028,027400,4.322080606269377,3,179
2723000062095400,5011000258019300,27,27230,00062,095400,50110,00258,019300,4.322080606269377,3,179
5011000595017300,1168000006054100,67,50110,00595,017300,11680,00006,054100,4.092013888888889,3,48
5011000367031400,1135000034032200,27,50110,00367,031400,11350,00034,032200,4.322080606269377,3,179
4136000318022400,5011000596012200,36,41360,00318,022400,50110,00596,012200,4.406349206349207,3,23
5013000731055200,4113300022080400,27,50130,00731,055200,41133,00022,080400,4.322080606269377,3,179
4684000160057100,5013000678034200,27,46840,00160,057100,50130,00678,034200,4.322080606269377,3,179
4150000163045200,5011000372012400,5,41500,00163,045200,50110,00372,012400,5.774957698815567,3,93
5011000811026400,4215000443078200,11,50110,00811,026400,42150,00443,078200,5.83125,3,70
5011000366070300,4279000545080300,27,50110,00366,070300,42790,00545,080300,4.322080606269377,3,179
5011000213090100,3171000352092100,27,50110,00213,090100,31710,00352,092100,4.322080606269377,3,179
4122000053068300,5011000323038200,41,41220,00053,068300,50110,00323,038200,3.707482993197279,3,25
5013000740016200,4413100371017400,27,50130,00740,016200,44131,00371,017400,4.322080606269377,3,179
5011000168088200,2635000003091400,51,50110,00168,088200,26350,00003,091400,5.674418604651163,3,68
4148000699072200,5011000213017400,34,41480,00699,072200,50110,00213,017400,4.976168652612282,3,118
5011000213090100,4715000302093100,27,50110,00213,090100,47150,00302,093100,4.322080606269377,3,179
4481000100073400,5011000374051200,15,44810,00100,073400,50110,00374,051200,6.840909090909091,3,103
5011000767075300,1165000013067200,80,50110,00767,075300,11650,00013,067200,8.838120104438643,3,150
5013000731055200,4136000187077300,27,50130,00731,055200,41360,00187,077300,4.322080606269377,3,179
5011000595017300,4115000021089300,67,50110,00595,017300,41150,00021,089300,4.092013888888889,3,48
4511300060053300,5011000214037200,25,45113,00060,053300,50110,00214,037200,4.765333333333333,3,41
5011000137030100,4511100033098100,27,50110,00137,030100,45111,00033,098100,4.322080606269377,3,179
5011000767075300,4711100160073100,80,50110,00767,075300,47111,00160,073100,8.838120104438643,3,150
5013000610049100,2818500023091300,27,50130,00610,049100,28185,00023,091300,4.322080606269377,3,179
5013000824069200,4136000259096100,27,50130,00824,069200,41360,00259,096100,4.322080606269377,3,179
5011000424078200,4119500013065100,27,50110,00424,078200,41195,00013,065100,4.322080606269377,3,179
4161000271049100,5011000219008100,71,41610,00271,049100,50110,00219,008100,4.291666666666667,3,17
5013000731055200,4115000046094200,27,50130,00731,055200,41150,00046,094200,4.322080606269377,3,179
5013000731055200,1168000001084200,27,50130,00731,055200,11680,00001,084200,4.322080606269377,3,179
5013000765096400,1150000022010300,27,50130,00765,096400,11500,00022,010300,4.322080606269377,3,179
3611000188019300,5011001012011100,3,36110,00188,019300,50110,01012,011100,6.815602836879433,3,122
5013000766076300,3023000071098200,27,50130,00766,076300,30230,00071,098200,4.322080606269377,3,179
5013000821028200,4122000200096100,27,50130,00821,028200,41220,00200,096100,4.322080606269377,3,179
5011000213090100,2826000131075200,27,50110,00213,090100,28260,00131,075200,4.322080606269377,3,179
5011000313025300,4572000490059300,27,50110,00313,025300,45720,00490,059300,4.322080606269377,3,179
5011000375065400,4776000652039300,27,50110,00375,065400,47760,00652,039300,4.322080606269377,3,179
5011000424078200,4683000431045400,27,50110,00424,078200,46830,00431,045400,4.322080606269377,3,179
5011000101040100,4115000046010100,27,50110,00101,040100,41150,00046,010100,4.322080606269377,3,179
5011000626085100,4217000130068200,27,50110,00626,085100,42170,00130,068200,4.322080606269377,3,179
4157000306018300,5011000367013100,27,41570,00306,018300,50110,00367,013100,4.322080606269377,3,179
5013000622057100,4146100329012300,27,50130,00622,057100,41461,00329,012300,4.322080606269377,3,179
5013000930047300,4128100125083200,27,50130,00930,047300,41281,00125,083200,4.322080606269377,3,179
5011000078068400,4513000151009400,27,50110,00078,068400,45130,00151,009400,4.322080606269377,3,179
4128500028057400,5011000374013100,89,41285,00028,057400,50110,00374,013100,3.388888888888889,3,5
5013000354052200,1120000012037100,27,50130,00354,052200,11200,00012,037100,4.322080606269377,3,179
4136000216029100,5011000217031200,44,41360,00216,029100,50110,00217,031200,5.028301886792453,3,27
4684000561067400,5013000866050100,27,46840,00561,067400,50130,00866,050100,4.322080606269377,3,179
5013000733024100,3014000013040100,27,50130,00733,024100,30140,00013,040100,4.322080606269377,3,179
5013000610049100,4376000321009200,27,50130,00610,049100,43760,00321,009200,4.322080606269377,3,179
