송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시,송하인_시군구,송하인_읍면동,송하인_리,송하인_기타,수하인_광역시,수하인_시군구,수하인_읍면동,수하인_리,수하인_기타
5013000610049100,1117000010025300,27,50,130,006,10,049100,11,170,000,10,025300
4161000247088200,5011000374013200,77,41,610,002,47,088200,50,110,003,74,013200
5011000137030100,1156000002073200,27,50,110,001,37,030100,11,560,000,02,073200
4159000591040200,5011000109088200,8,41,590,005,91,040200,50,110,001,09,088200
5011000078068400,2650000012043200,27,50,110,000,78,068400,26,500,000,12,043200
5011000078068400,4825000340074100,27,50,110,000,78,068400,48,250,003,40,074100
4148000690015300,5011000473010400,34,41,480,006,90,015300,50,110,004,73,010400
5011000424078200,4159000207082200,27,50,110,004,24,078200,41,590,002,07,082200
5013000731055200,2826000116096400,27,50,130,007,31,055200,28,260,001,16,096400
5013000821028200,2817000020001100,27,50,130,008,21,028200,28,170,000,20,001100
5013000622057100,1159000004073400,27,50,130,006,22,057100,11,590,000,04,073400
5011000424078200,2638000031014400,27,50,110,004,24,078200,26,380,000,31,014400
5013000622057100,3611000390034100,27,50,130,006,22,057100,36,110,003,90,034100
4148000699072200,5011000378016300,34,41,480,006,99,072200,50,110,003,78,016300
5011000595017300,3020000081052100,67,50,110,005,95,017300,30,200,000,81,052100
5013000777063100,4313000673002100,27,50,130,007,77,063100,43,130,006,73,002100
5011000263078100,1144000016093400,25,50,110,002,63,078100,11,440,000,16,093400
5013000178091400,2814000007072200,27,50,130,001,78,091400,28,140,000,07,072200
5011001053071400,1120000013008100,27,50,110,010,53,071400,11,200,000,13,008100
5013000731055200,4313000629012200,27,50,130,007,31,055200,43,130,006,29,012200
5011000078068400,4146300044017400,27,50,110,000,78,068400,41,463,000,44,017400
5013000854086200,4146300053039200,27,50,130,008,54,086200,41,463,000,53,039200
5011001060063300,4180000549063300,27,50,110,010,60,063300,41,800,005,49,063300
5011000437099200,4773000678015300,27,50,110,004,37,099200,47,730,006,78,015300
5013000630080100,4413300131019300,27,50,130,006,30,080100,44,133,001,31,019300
5011000379037100,4128700002081100,17,50,110,003,79,037100,41,287,000,02,081100
4148000690015300,5011000373045100,34,41,480,006,90,015300,50,110,003,73,045100
5011000078068400,2771000320091200,27,50,110,000,78,068400,27,710,003,20,091200
5013000359097100,4128100070002200,27,50,130,003,59,097100,41,281,000,70,002200
5013000856066200,1117000015026200,27,50,130,008,56,066200,11,170,000,15,026200
5013000610049100,4148000685045100,27,50,130,006,10,049100,41,480,006,85,045100
5013000308099400,4121000009014300,27,50,130,003,08,099400,41,210,000,09,014300
5011000279021400,4127300057070200,27,50,110,002,79,021400,41,273,000,57,070200
5013000582084100,4159000233039300,27,50,130,005,82,084100,41,590,002,33,039300
5011000216091400,2620000007080100,27,50,110,002,16,091400,26,200,000,07,080100
5013000735022300,4131000008039300,27,50,130,007,35,022300,41,310,000,08,039300
1138000022067100,5013000861011300,72,11,380,000,22,067100,50,130,008,61,011300
4141000031030100,5011000166099200,6,41,410,000,31,030100,50,110,001,66,099200
5011000137030100,4136000225084200,27,50,110,001,37,030100,41,360,002,25,084200
5013000821028200,4213000354054400,27,50,130,008,21,028200,42,130,003,54,054400
5011000277025400,4315000436030200,27,50,110,002,77,025400,43,150,004,36,030200
5011000078068400,1165000010095200,27,50,110,000,78,068400,11,650,000,10,095200
5011000229057300,4150000311023300,27,50,110,002,29,057300,41,500,003,11,023300
5011000078068400,1162000007010300,27,50,110,000,78,068400,11,620,000,07,010300
5013000640023300,4113500046070100,27,50,130,006,40,023300,41,135,000,46,070100
5011000078068400,1171000030089300,27,50,110,000,78,068400,11,710,000,30,089300
5011000373038300,4471000331070300,27,50,110,003,73,038300,44,710,003,31,070300
5011000685067100,4119500005015400,27,50,110,006,85,067100,41,195,000,05,015400
5011000168088200,1168000013027200,51,50,110,001,68,088200,11,680,000,13,027200
5011000078068400,4721000493029300,27,50,110,000,78,068400,47,210,004,93,029300
5011000374036400,4115000065083100,51,50,110,003,74,036400,41,150,000,65,083100
5013000734079400,4163000082052200,66,50,130,007,34,079400,41,630,000,82,052200
5013000871060100,2671000079035400,34,50,130,008,71,060100,26,710,000,79,035400
5011000137030100,4215000423050200,27,50,110,001,37,030100,42,150,004,23,050200
4148000690015300,5011000317089400,34,41,480,006,90,015300,50,110,003,17,089400
5013000731055200,4119500013053300,27,50,130,007,31,055200,41,195,000,13,053300
2644000015026400,5013000822085400,66,26,440,000,15,026400,50,130,008,22,085400
5011000078068400,4141000002038100,27,50,110,000,78,068400,41,410,000,02,038100
2811000121023100,5011000309087300,34,28,110,001,21,023100,50,110,003,09,087300
2623000023024200,5011000374012300,25,26,230,000,23,024200,50,110,003,74,012300
5011000137030100,2826000107032100,27,50,110,001,37,030100,28,260,001,07,032100
2826000141074300,5011000529006400,54,28,260,001,41,074300,50,110,005,29,006400
5011000318018300,5011000318018300,27,50,110,003,18,018300,50,110,003,18,018300
5013000731055200,1144000013100100,27,50,130,007,31,055200,11,440,000,13,100100
5013000571017300,2824500044073400,27,50,130,005,71,017300,28,245,000,44,073400
5013000778022200,1171000011060400,27,50,130,007,78,022200,11,710,000,11,060400
5011000215098200,5011000215098100,25,50,110,002,15,098200,50,110,002,15,098100
1130500024100300,5013000822011100,56,11,305,000,24,100300,50,130,008,22,011100
5013000354052200,2635000047085300,27,50,130,003,54,052200,26,350,000,47,085300
5013000732063300,1111000024043100,27,50,130,007,32,063300,11,110,000,24,043100
5013000735022300,1147000005019400,27,50,130,007,35,022300,11,470,000,05,019400
5013000735022300,4111500007081400,27,50,130,007,35,022300,41,115,000,07,081400
1168000013071300,5011001102091300,54,11,680,000,13,071300,50,110,011,02,091300
5011000078068400,4611000046028400,27,50,110,000,78,068400,46,110,000,46,028400
5011000078068400,4121000004027300,27,50,110,000,78,068400,41,210,000,04,027300
5011000137030100,4427000417072200,27,50,110,001,37,030100,44,270,004,17,072200
5011000137030100,2823700009034200,27,50,110,001,37,030100,28,237,000,09,034200
5011000078068400,4513000291032400,27,50,110,000,78,068400,45,130,002,91,032400
5013000684033400,4413300189092100,99,50,130,006,84,033400,44,133,001,89,092100
5013000907039200,1162000004047300,27,50,130,009,07,039200,11,620,000,04,047300
1165000021008300,5011000177051200,3,11,650,000,21,008300,50,110,001,77,051200
5011000078068400,1174000003008100,27,50,110,000,78,068400,11,740,000,03,008100
5013000610049100,4415000482076100,27,50,130,006,10,049100,44,150,004,82,076100
4825000357031100,5011000621023300,71,48,250,003,57,031100,50,110,006,21,023300
5013000731055200,2914000002058200,27,50,130,007,31,055200,29,140,000,02,058200
4148000690015300,5013000850057400,34,41,480,006,90,015300,50,130,008,50,057400
4117300018006200,5011000313083400,27,41,173,000,18,006200,50,110,003,13,083400
5011000078068400,2826000095090200,27,50,110,000,78,068400,28,260,000,95,090200
4141000031009400,5011000435049100,3,41,410,000,31,009400,50,110,004,35,049100
5011000078068400,4111500005100400,27,50,110,000,78,068400,41,115,000,05,100400
5011000230014200,4115000012077100,27,50,110,002,30,014200,41,150,000,12,077100
5011000078068400,4119500020068100,27,50,110,000,78,068400,41,195,000,20,068100
5013000771032200,4673000063053400,27,50,130,007,71,032200,46,730,000,63,053400
5011000373048200,5011000435048400,3,50,110,003,73,048200,50,110,004,35,048400
5011000595017300,1126000019013400,67,50,110,005,95,017300,11,260,000,19,013400
5011000078068400,4115000028043200,27,50,110,000,78,068400,41,150,000,28,043200
4159000429094300,5011000371079300,5,41,590,004,29,094300,50,110,003,71,079300
5013000273017200,4111700015091100,27,50,130,002,73,017200,41,117,000,15,091100
4571000650086400,5011001028044200,73,45,710,006,50,086400,50,110,010,28,044200
5013000610049100,4111100031080400,27,50,130,006,10,049100,41,111,000,31,080400
5011000137030100,4146300004053100,27,50,110,001,37,030100,41,463,000,04,053100
5011000535028300,4817000406100200,27,50,110,005,35,028300,48,170,004,06,100200
5011000436041400,4825000113087200,27,50,110,004,36,041400,48,250,001,13,087200
1129000014045300,5011000374032300,93,11,290,000,14,045300,50,110,003,74,032300
5011000768041400,4117100017051400,27,50,110,007,68,041400,41,171,000,17,051400
5013000854017300,4684000226059200,27,50,130,008,54,017300,46,840,002,26,059200
5013000610049100,1132000012057300,27,50,130,006,10,049100,11,320,000,12,057300
1130500024100300,5011000543041100,56,11,305,000,24,100300,50,110,005,43,041100
1174000023085200,5011000216073200,34,11,740,000,23,085200,50,110,002,16,073200
5011000078068400,4812100173095100,27,50,110,000,78,068400,48,121,001,73,095100
3020000034039400,5011000370082200,33,30,200,000,34,039400,50,110,003,70,082200
4873000350053300,5011000215013400,27,48,730,003,50,053300,50,110,002,15,013400
5011000078068400,1165000015041300,27,50,110,000,78,068400,11,650,000,15,041300
3023000012008100,5011000368025300,6,30,230,000,12,008100,50,110,003,68,025300
4148000690015300,5011000313044400,34,41,480,006,90,015300,50,110,003,13,044400
5013000858054200,4721000472006100,27,50,130,008,58,054200,47,210,004,72,006100
5013000610049100,4278000424067100,27,50,130,006,10,049100,42,780,004,24,067100
5013000731055200,1156000022047100,27,50,130,007,31,055200,11,560,000,22,047100
5011000078068400,3017000027003200,27,50,110,000,78,068400,30,170,000,27,003200
4148000690015300,5011000264071400,34,41,480,006,90,015300,50,110,002,64,071400
5011000078068400,4111500005100300,27,50,110,000,78,068400,41,115,000,05,100300
5013000366050300,4719000464075200,11,50,130,003,66,050300,47,190,004,64,075200
1126000008044200,5011000213047300,61,11,260,000,08,044200,50,110,002,13,047300
5013000610049100,4148000684035200,27,50,130,006,10,049100,41,480,006,84,035200
5011000078068400,4159000254041400,27,50,110,000,78,068400,41,590,002,54,041400
4148000690015300,5011000480008100,34,41,480,006,90,015300,50,110,004,80,008100
5013000821028200,1165000031051300,27,50,130,008,21,028200,11,650,000,31,051300
5013000205030200,4729000209036400,27,50,130,002,05,030200,47,290,002,09,036400
4313000554077200,5011000373020100,21,43,130,005,54,077200,50,110,003,73,020100
5011000137030100,3020000100088100,27,50,110,001,37,030100,30,200,001,00,088100
5013000854017300,4213000656015300,27,50,130,008,54,017300,42,130,006,56,015300
5011000078068400,2641000030029100,27,50,110,000,78,068400,26,410,000,30,029100
4146100353086100,5013000885028400,35,41,461,003,53,086100,50,130,008,85,028400
5013000610049100,1130500015097400,27,50,130,006,10,049100,11,305,000,15,097400
5011000137030100,2826000104078200,27,50,110,001,37,030100,28,260,001,04,078200
5011000226090200,1129000024007100,27,50,110,002,26,090200,11,290,000,24,007100
4157000166017200,5013000908002400,66,41,570,001,66,017200,50,130,009,08,002400
5011000199044400,4315000316002400,27,50,110,001,99,044400,43,150,003,16,002400
5013000572007300,3114000025061200,27,50,130,005,72,007300,31,140,000,25,061200
5011000168085300,2920000053064400,3,50,110,001,68,085300,29,200,000,53,064400
5011000078068400,4146300026069400,27,50,110,000,78,068400,41,463,000,26,069400
5011000266051200,4623000376066100,27,50,110,002,66,051200,46,230,003,76,066100
5011000278013400,4163000158080400,27,50,110,002,78,013400,41,630,001,58,080400
5013000610049100,1162000009055200,27,50,130,006,10,049100,11,620,000,09,055200
5013000610049100,4143000005093200,27,50,130,006,10,049100,41,430,000,05,093200
5013000622057100,4117300025070100,27,50,130,006,22,057100,41,173,000,25,070100
5011000230014200,1150000008072100,27,50,110,002,30,014200,11,500,000,08,072100
5011000213090100,2635000042041100,27,50,110,002,13,090100,26,350,000,42,041100
5011000078068400,4127100016047400,27,50,110,000,78,068400,41,271,000,16,047400
5013000854017300,4711100195012200,27,50,130,008,54,017300,47,111,001,95,012200
5011000595017300,1150000024042200,67,50,110,005,95,017300,11,500,000,24,042200
5013000506072100,2914000018056400,27,50,130,005,06,072100,29,140,000,18,056400
4146100164039300,5011000373044100,54,41,461,001,64,039300,50,110,003,73,044100
4148000514010200,5011000215097400,34,41,480,005,14,010200,50,110,002,15,097400
5011000433038300,4277000653012300,17,50,110,004,33,038300,42,770,006,53,012300
4157000084061200,5011000373023400,70,41,570,000,84,061200,50,110,003,73,023400
4148000699072200,5011000318076400,34,41,480,006,99,072200,50,110,003,18,076400
4833000033051200,5011000264062400,66,48,330,000,33,051200,50,110,002,64,062400
5013000735022300,4511300087015200,27,50,130,007,35,022300,45,113,000,87,015200
5011000213090100,4413300184080400,27,50,110,002,13,090100,44,133,001,84,080400
5013000821028200,1150000013006300,27,50,130,008,21,028200,11,500,000,13,006300
5011000078068400,4782000374026300,27,50,110,000,78,068400,47,820,003,74,026300
5013000945030300,5013000926058300,93,50,130,009,45,030300,50,130,009,26,058300
1117000009037100,5013000527096300,15,11,170,000,09,037100,50,130,005,27,096300
5011000213090100,1130500013004400,27,50,110,002,13,090100,11,305,000,13,004400
5011000316024300,2917000057083400,27,50,110,003,16,024300,29,170,000,57,083400
5011000535028300,4143000005077100,27,50,110,005,35,028300,41,430,000,05,077100
5013000665015400,2823700005040400,27,50,130,006,65,015400,28,237,000,05,040400
5013000946015400,4119500013052100,27,50,130,009,46,015400,41,195,000,13,052100
5011000137030100,4111700025079400,27,50,110,001,37,030100,41,117,000,25,079400
5013000610049100,4146100285091300,27,50,130,006,10,049100,41,461,002,85,091300
4145000063050100,5013000033026400,66,41,450,000,63,050100,50,130,000,33,026400
5011000078068400,4115000074022400,27,50,110,000,78,068400,41,150,000,74,022400
5013000731055200,4373000344100300,27,50,130,007,31,055200,43,730,003,44,100300
5013000354052200,4117300009085300,27,50,130,003,54,052200,41,173,000,09,085300
4141000031030100,5011000368030300,54,41,410,000,31,030100,50,110,003,68,030300
1126000005095200,5011000368028200,93,11,260,000,05,095200,50,110,003,68,028200
5011000078068400,4729000073087300,27,50,110,000,78,068400,47,290,000,73,087300
5011000078068400,4719000529006200,27,50,110,000,78,068400,47,190,005,29,006200
5011000214006200,1162000006018100,57,50,110,002,14,006200,11,620,000,06,018100
5013000821028200,1150000032069300,27,50,130,008,21,028200,11,500,000,32,069300
5011000262035400,4683000465089400,17,50,110,002,62,035400,46,830,004,65,089400
4161000335040400,5011000434049300,25,41,610,003,35,040400,50,110,004,34,049300
5013000821028200,4773000678009100,27,50,130,008,21,028200,47,730,006,78,009100
5013000044016100,4617000465094400,27,50,130,000,44,016100,46,170,004,65,094400
5011000078068400,4511300086008400,27,50,110,000,78,068400,45,113,000,86,008400
5011000436041400,4315000290039400,27,50,110,004,36,041400,43,150,002,90,039400
5011000374036400,4159000383069100,51,50,110,003,74,036400,41,590,003,83,069100
4113500010057300,5013000823086300,69,41,135,000,10,057300,50,130,008,23,086300
5011000137030100,4415000710022400,27,50,110,001,37,030100,44,150,007,10,022400
4148000699072200,5013000777083200,34,41,480,006,99,072200,50,130,007,77,083200
5011000278013400,2635000035001300,27,50,110,002,78,013400,26,350,000,35,001300
5011000258065400,2614000007047300,27,50,110,002,58,065400,26,140,000,07,047300
5011000685067100,1147000006067400,27,50,110,006,85,067100,11,470,000,06,067400
4148000568086300,5011000320046200,34,41,480,005,68,086300,50,110,003,20,046200
4161000358030400,5011000374029400,33,41,610,003,58,030400,50,110,003,74,029400
5013000731055200,2871000194039300,27,50,130,007,31,055200,28,710,001,94,039300
4784000259032300,5013000867051200,27,47,840,002,59,032300,50,130,008,67,051200
4148000690015300,5013000823057200,34,41,480,006,90,015300,50,130,008,23,057200
4148000690043300,5011000437046400,34,41,480,006,90,043300,50,110,004,37,046400
5013000703030300,1162000008074100,27,50,130,007,03,030300,11,620,000,08,074100
5013000610049100,4514000182009100,27,50,130,006,10,049100,45,140,001,82,009100
5011000213090100,3014000011007100,27,50,110,002,13,090100,30,140,000,11,007100
5013000856066200,4831000254028100,27,50,130,008,56,066200,48,310,002,54,028100
5013000821028200,1135000034034400,27,50,130,008,21,028200,11,350,000,34,034400
4725000676071300,5011000265053100,27,47,250,006,76,071300,50,110,002,65,053100
5011000450085400,1121500006068200,51,50,110,004,50,085400,11,215,000,06,068200
4613000804027100,5013000866058100,27,46,130,008,04,027100,50,130,008,66,058100
4159000685057100,5011000309099100,97,41,590,006,85,057100,50,110,003,09,099100
5011000137030100,4613000692070100,27,50,110,001,37,030100,46,130,006,92,070100
5011000137030100,2917000062048100,27,50,110,001,37,030100,29,170,000,62,048100
4150000241045200,5011000263027100,5,41,500,002,41,045200,50,110,002,63,027100
5013000827089100,2641000015062300,27,50,130,008,27,089100,26,410,000,15,062300
5011000078068400,4148000654033400,27,50,110,000,78,068400,41,480,006,54,033400
5011000424078200,4420000337027300,27,50,110,004,24,078200,44,200,003,37,027300
4146100061045100,5011000519075200,93,41,461,000,61,045100,50,110,005,19,075200
5011000078068400,4136000252064100,27,50,110,000,78,068400,41,360,002,52,064100
5013000819017300,4686000378009200,27,50,130,008,19,017300,46,860,003,78,009200
5011000626011200,4822000160047100,27,50,110,006,26,011200,48,220,001,60,047100
5011000685067100,1147000016017200,27,50,110,006,85,067100,11,470,000,16,017200
5011000137030100,4213000383040200,27,50,110,001,37,030100,42,130,003,83,040200
5013000610049100,1147000012040200,27,50,130,006,10,049100,11,470,000,12,040200
5013000863096300,2917000061077200,27,50,130,008,63,096300,29,170,000,61,077200
4127300022051100,5011000372016400,64,41,273,000,22,051100,50,110,003,72,016400
5013000731055200,4380000162030300,27,50,130,007,31,055200,43,800,001,62,030300
5013000854017300,4281000564023200,27,50,130,008,54,017300,42,810,005,64,023200
5011000173054300,2915500022054400,27,50,110,001,73,054300,29,155,000,22,054400
1117000010051200,5011000582050200,1,11,170,000,10,051200,50,110,005,82,050200
1171000026049200,5013000897084300,17,11,710,000,26,049200,50,130,008,97,084300
5011000078068400,4617000235015200,27,50,110,000,78,068400,46,170,002,35,015200
5013000821028200,2823700008075300,27,50,130,008,21,028200,28,237,000,08,075300
4148000690015300,5013000678024300,34,41,480,006,90,015300,50,130,006,78,024300
4155000480010200,5013000780061200,83,41,550,004,80,010200,50,130,007,80,061200
5013000740034300,4159000426038400,27,50,130,007,40,034300,41,590,004,26,038400
5011000424078200,4146500025058100,27,50,110,004,24,078200,41,465,000,25,058100
5013000610049100,4128500042090400,27,50,130,006,10,049100,41,285,000,42,090400
5013000821028200,4146300020097100,27,50,130,008,21,028200,41,463,000,20,097100
5011000078068400,4122000125006100,27,50,110,000,78,068400,41,220,001,25,006100
5013000734059300,4139000103029300,27,50,130,007,34,059300,41,390,001,03,029300
4111300003046400,5013000866078200,25,41,113,000,03,046400,50,130,008,66,078200
5013000731055200,1165000025038200,27,50,130,007,31,055200,11,650,000,25,038200
5013000765096400,4420000325036200,27,50,130,007,65,096400,44,200,003,25,036200
1114000001031400,5013000791063200,3,11,140,000,01,031400,50,130,007,91,063200
5013000610049100,1144000020028300,27,50,130,006,10,049100,11,440,000,20,028300
5011000078068400,4825000412052100,27,50,110,000,78,068400,48,250,004,12,052100
5011000078068400,3020000028028400,27,50,110,000,78,068400,30,200,000,28,028400
5011000213090100,4211000610091400,3,50,110,002,13,090100,42,110,006,10,091400
5013000732100400,2823700016016100,27,50,130,007,32,100400,28,237,000,16,016100
4127300065073100,5011000264050400,56,41,273,000,65,073100,50,110,002,64,050400
5013000765096400,4115000083082400,27,50,130,007,65,096400,41,150,000,83,082400
5013000783064100,4793000124058100,27,50,130,007,83,064100,47,930,001,24,058100
4137000004003200,5011000212059300,10,41,370,000,04,003200,50,110,002,12,059300
5011000078068400,2623000005059100,27,50,110,000,78,068400,26,230,000,05,059100
5011000078068400,4119500023043200,27,50,110,000,78,068400,41,195,000,23,043200
4136000119052300,5013000032010100,88,41,360,001,19,052300,50,130,000,32,010100
5011000137030100,4511300064096200,27,50,110,001,37,030100,45,113,000,64,096200
5013000777063100,4413100198025300,27,50,130,007,77,063100,44,131,001,98,025300
4146100257039200,5011000078056200,27,41,461,002,57,039200,50,110,000,78,056200
4141000031030100,5011000215036300,54,41,410,000,31,030100,50,110,002,15,036300
4161000321013400,5011000421008300,66,41,610,003,21,013400,50,110,004,21,008300
5013000818071400,4148000686061400,27,50,130,008,18,071400,41,480,006,86,061400
5011001058048100,1141000012019100,27,50,110,010,58,048100,11,410,000,12,019100
5011000229057300,4514000437005200,27,50,110,002,29,057300,45,140,004,37,005200
5011000078068400,2818500016031200,27,50,110,000,78,068400,28,185,000,16,031200
4413100324005400,5011000168097100,71,44,131,003,24,005400,50,110,001,68,097100
5011000685067100,2820000009027200,27,50,110,006,85,067100,28,200,000,09,027200
5011000078068400,2638000047052400,27,50,110,000,78,068400,26,380,000,47,052400
4137000019060200,5011000373089100,54,41,370,000,19,060200,50,110,003,73,089100
5013000731055200,4119500001085300,27,50,130,007,31,055200,41,195,000,01,085300
4159000429094300,5013000033026400,66,41,590,004,29,094300,50,130,000,33,026400
4812100213057400,5013000866075100,19,48,121,002,13,057400,50,130,008,66,075100
4161000402049200,5011000319087100,24,41,610,004,02,049200,50,110,003,19,087100
5011000631022400,4728000218024400,27,50,110,006,31,022400,47,280,002,18,024400
5011000078068400,4413300095070100,27,50,110,000,78,068400,44,133,000,95,070100
5013000610049100,4131000019060200,27,50,130,006,10,049100,41,310,000,19,060200
3023000068027400,5011000375073200,3,30,230,000,68,027400,50,110,003,75,073200
5011000078068400,4155000379075400,27,50,110,000,78,068400,41,550,003,79,075400
5013000868045300,4511100044063300,27,50,130,008,68,045300,45,111,000,44,063300
4148000690015300,5011000427035200,34,41,480,006,90,015300,50,110,004,27,035200
5011000078068400,1171000028013200,27,50,110,000,78,068400,11,710,000,28,013200
5011000214005200,2714000097097300,19,50,110,002,14,005200,27,140,000,97,097300
5011000078068400,4119500019001300,27,50,110,000,78,068400,41,195,000,19,001300
5013000610049100,2824500044075300,27,50,130,006,10,049100,28,245,000,44,075300
5013000610049100,4111500010013300,27,50,130,006,10,049100,41,115,000,10,013300
5013000821028200,2626000004092300,27,50,130,008,21,028200,26,260,000,04,092300
5011000078068400,4812700056062300,27,50,110,000,78,068400,48,127,000,56,062300
5011000078068400,4831000236005300,27,50,110,000,78,068400,48,310,002,36,005300
4373000420002200,5011000373021200,33,43,730,004,20,002200,50,110,003,73,021200
5013000693011400,4150000172053400,66,50,130,006,93,011400,41,500,001,72,053400
5013000821028200,4146300030014200,27,50,130,008,21,028200,41,463,000,30,014200
5013000777063100,3014000004010100,27,50,130,007,77,063100,30,140,000,04,010100
5013000675081300,4145000020054400,27,50,130,006,75,081300,41,450,000,20,054400
4148000690015300,5011000173098400,34,41,480,006,90,015300,50,110,001,73,098400
5013000779041100,2920000073080100,27,50,130,007,79,041100,29,200,000,73,080100
5011000101040100,3011000053031200,27,50,110,001,01,040100,30,110,000,53,031200
5011000272040300,4311100059001300,27,50,110,002,72,040300,43,111,000,59,001300
5013000359097100,4812500007091300,27,50,130,003,59,097100,48,125,000,07,091300
5011000213096400,1153000005089300,27,50,110,002,13,096400,11,530,000,05,089300
5011001077012300,1144000008036400,27,50,110,010,77,012300,11,440,000,08,036400
5011000078068400,2818500021045300,27,50,110,000,78,068400,28,185,000,21,045300
5011000685067100,1168000004021100,27,50,110,006,85,067100,11,680,000,04,021100
5013000765096400,4276000471078300,27,50,130,007,65,096400,42,760,004,71,078300
4161000297014200,5011000387080200,77,41,610,002,97,014200,50,110,003,87,080200
4146100146003300,5011000373022400,33,41,461,001,46,003300,50,110,003,73,022400
5013000619085200,4146100403056400,27,50,130,006,19,085200,41,461,004,03,056400
5013000610049100,1144000019079300,27,50,130,006,10,049100,11,440,000,19,079300
3014000005003100,5013000822062200,44,30,140,000,05,003100,50,130,008,22,062200
5013000511011200,2917000019010100,27,50,130,005,11,011200,29,170,000,19,010100
1135000019090300,5011000214015200,19,11,350,000,19,090300,50,110,002,14,015200
1174000016003300,5011000430022200,72,11,740,000,16,003300,50,110,004,30,022200
4148000690015300,5013000579066300,34,41,480,006,90,015300,50,130,005,79,066300
5013000610049100,1150000020063100,27,50,130,006,10,049100,11,500,000,20,063100
4148000699072200,5013000635001300,67,41,480,006,99,072200,50,130,006,35,001300
4141000031030100,5011000172041400,80,41,410,000,31,030100,50,110,001,72,041400
5013000854086200,4159000215016300,27,50,130,008,54,086200,41,590,002,15,016300
5013000723077100,4122000266086100,27,50,130,007,23,077100,41,220,002,66,086100
5011000078068400,4413300185073400,27,50,110,000,78,068400,44,133,001,85,073400
5013000859031200,4812100204100300,27,50,130,008,59,031200,48,121,002,04,100300
3023000012008100,5013000809059200,25,30,230,000,12,008100,50,130,008,09,059200
5013000731055200,1150000041020200,27,50,130,007,31,055200,11,500,000,41,020200
5013000777063100,3023000069099200,27,50,130,007,77,063100,30,230,000,69,099200
5013000610049100,1144000016040300,27,50,130,006,10,049100,11,440,000,16,040300
4165000706065200,5011000378035200,0,41,650,007,06,065200,50,110,003,78,035200
5013000782100100,4711100042075400,11,50,130,007,82,100100,47,111,000,42,075400
5011000078068400,2820000007014200,27,50,110,000,78,068400,28,200,000,07,014200
5011000137030100,4136000249067200,27,50,110,001,37,030100,41,360,002,49,067200
5011000532089300,4311300050097100,27,50,110,005,32,089300,43,113,000,50,097100
5013000821028200,2920000037047400,27,50,130,008,21,028200,29,200,000,37,047400
5013000608075200,1114000003072400,27,50,130,006,08,075200,11,140,000,03,072400
5011000685067100,4119700009012400,27,50,110,006,85,067100,41,197,000,09,012400
5011000078068400,4514000398092200,27,50,110,000,78,068400,45,140,003,98,092200
5013000610049100,4136000418005200,27,50,130,006,10,049100,41,360,004,18,005200
5013000610049100,4729000184041400,27,50,130,006,10,049100,47,290,001,84,041400
4119900005091100,5011000429019400,41,41,199,000,05,091100,50,110,004,29,019400
4145000013082100,5011000316081300,15,41,450,000,13,082100,50,110,003,16,081300
5011000424078200,4279000764009400,27,50,110,004,24,078200,42,790,007,64,009400
5011000310014300,4812100196099200,27,50,110,003,10,014300,48,121,001,96,099200
5011000532055200,4825000461041100,27,50,110,005,32,055200,48,250,004,61,041100
5011000420060100,2814000006016400,27,50,110,004,20,060100,28,140,000,06,016400
5011000078068400,1144000018062100,27,50,110,000,78,068400,11,440,000,18,062100
5013000622057100,1153000008076100,27,50,130,006,22,057100,11,530,000,08,076100
5011000435003200,2811000141030400,11,50,110,004,35,003200,28,110,001,41,030400
5011000169073300,4113300022073300,27,50,110,001,69,073300,41,133,000,22,073300
2629000004065200,5011000214034300,80,26,290,000,04,065200,50,110,002,14,034300
5013000802063100,4115000034097400,66,50,130,008,02,063100,41,150,000,34,097400
4148000699072200,5011000320048200,67,41,480,006,99,072200,50,110,003,20,048200
5011000078068400,4139000098058100,27,50,110,000,78,068400,41,390,000,98,058100
5013000731055200,4211000679077300,27,50,130,007,31,055200,42,110,006,79,077300
4159000257059300,5011000378023300,19,41,590,002,57,059300,50,110,003,78,023300
5013000871060100,2650000003002100,27,50,130,008,71,060100,26,500,000,03,002100
5011000424078200,4128700034035200,27,50,110,004,24,078200,41,287,000,34,035200
5013000571005200,4717000926026100,27,50,130,005,71,005200,47,170,009,26,026100
5011000262035400,1168000011050400,3,50,110,002,62,035400,11,680,000,11,050400
5011000224053100,4372000412097200,27,50,110,002,24,053100,43,720,004,12,097200
5011000213090100,4420000336078200,27,50,110,002,13,090100,44,200,003,36,078200
1117000012066400,5011000594030200,80,11,170,000,12,066400,50,110,005,94,030200
5011000373086200,4477000244059100,66,50,110,003,73,086200,44,770,002,44,059100
5011000767075300,4119500013018200,80,50,110,007,67,075300,41,195,000,13,018200
5013000731055200,4719000605099300,27,50,130,007,31,055200,47,190,006,05,099300
5013000777063100,4513000225071100,27,50,130,007,77,063100,45,130,002,25,071100
5011000378047400,4711300773012200,27,50,110,003,78,047400,47,113,007,73,012200
4213000242009200,5011000314092400,5,42,130,002,42,009200,50,110,003,14,092400
5011000137030100,1129000018031100,27,50,110,001,37,030100,11,290,000,18,031100
5011000173074300,1111000023027200,27,50,110,001,73,074300,11,110,000,23,027200
5011000078068400,1165000006001400,27,50,110,000,78,068400,11,650,000,06,001400
