gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
0,1,1,0,135000.0,1,4,1,1,22118,0,0,0,0,13,2.0,10.0
1,1,0,1,112500.0,4,4,1,1,14301,200,0,1,0,9,3.0,30.0
0,0,1,0,202500.0,4,4,3,1,16278,2712,1,1,0,5,1.0,41.0
0,0,1,0,94500.0,1,4,4,1,24302,0,0,0,0,13,1.0,36.0
0,0,1,0,112500.0,4,4,1,1,19304,1601,0,0,0,16,2.0,20.0
0,0,0,0,135000.0,4,1,1,1,10675,1284,1,0,0,3,2.0,31.0
0,1,1,0,225000.0,2,4,1,1,18110,2074,0,0,0,11,2.0,43.0
1,0,1,0,315000.0,4,2,1,1,13326,2588,1,0,0,9,2.0,15.0
1,1,1,2,135000.0,4,4,1,1,14677,3938,1,0,0,9,4.0,60.0
0,0,1,0,261000.0,4,4,1,1,20047,2559,0,0,0,9,2.0,41.0
1,1,1,0,202500.0,0,4,3,1,10629,2969,0,0,1,7,1.0,25.0
1,1,1,0,252000.0,0,1,1,1,13796,2682,0,0,0,4,2.0,40.0
0,0,1,0,81000.0,4,4,0,1,18130,154,0,0,0,5,2.0,0.0
1,0,1,0,495000.0,1,4,1,1,20464,0,0,0,1,13,2.0,2.0
0,0,0,1,135000.0,0,4,3,1,14907,2540,0,0,0,16,2.0,8.0
0,0,0,0,67500.0,4,4,1,1,18549,1160,1,0,0,5,2.0,5.0
0,1,1,1,130500.0,4,4,1,1,14152,5560,0,0,0,2,3.0,32.0
0,0,1,1,270000.0,4,4,1,1,14852,502,0,0,0,9,3.0,37.0
0,0,1,0,351000.0,2,4,3,1,17435,4184,0,0,0,12,1.0,8.0
0,0,1,0,135000.0,0,4,3,5,12921,1679,0,0,0,9,1.0,28.0
0,0,1,1,337500.0,0,1,3,1,14408,431,0,0,0,0,2.0,32.0
0,1,1,0,202500.0,4,4,1,1,14711,6425,0,0,0,16,2.0,51.0
0,0,1,0,315000.0,1,1,4,1,23443,0,0,0,0,13,1.0,23.0
0,0,1,0,360000.0,2,4,1,1,19070,10490,0,0,0,0,2.0,3.0
0,0,0,1,112500.0,4,4,1,1,12044,2805,0,0,0,16,3.0,25.0
0,1,1,1,157500.0,2,4,1,1,13811,3380,0,0,0,9,3.0,6.0
0,1,1,2,202500.0,0,4,1,1,12642,3298,0,0,0,7,4.0,7.0
0,0,0,0,202500.0,4,4,3,1,11398,1619,1,1,0,3,1.0,14.0
1,0,1,1,157500.0,2,2,1,1,8948,1751,0,0,0,3,3.0,14.0
0,0,0,0,157500.0,4,4,3,1,14804,2754,0,0,0,9,1.0,33.0
0,0,1,1,67500.0,4,4,2,1,11126,2087,1,1,0,0,2.0,16.0
1,0,0,1,270000.0,4,4,1,1,9943,554,1,0,0,11,3.0,11.0
0,0,1,0,292500.0,4,4,1,1,21016,14018,0,0,0,12,2.0,9.0
1,1,1,1,180000.0,4,1,1,5,11917,1680,1,0,0,9,3.0,25.0
0,0,1,0,270000.0,4,4,1,2,15450,770,0,0,1,18,2.0,50.0
1,1,0,1,202500.0,4,4,1,1,15974,4867,0,0,1,4,3.0,49.0
1,1,1,1,270000.0,4,4,1,1,13207,1401,0,0,0,10,3.0,14.0
0,0,1,1,112500.0,4,4,1,1,14890,736,0,0,0,5,3.0,53.0
0,0,1,1,292500.0,0,4,0,1,17781,9044,0,1,0,14,3.0,17.0
0,0,1,1,202500.0,0,2,0,1,13539,1653,1,1,0,3,3.0,7.0
0,0,1,1,157500.0,4,4,1,1,14510,3805,0,0,0,3,3.0,17.0
0,0,1,0,157500.0,2,4,1,1,19382,3352,0,0,0,5,2.0,11.0
0,0,0,0,135000.0,4,4,1,1,17143,5507,0,1,0,5,2.0,60.0
0,0,1,0,180000.0,2,4,1,1,17253,4267,0,0,0,5,2.0,42.0
1,1,0,0,202500.0,0,1,3,1,9958,979,0,0,1,4,1.0,2.0
0,0,0,0,162000.0,0,1,1,4,9106,532,0,0,1,0,2.0,25.0
0,0,1,1,157500.0,4,4,1,1,12108,1379,0,0,0,16,3.0,9.0
0,1,1,1,315000.0,4,4,1,1,15506,6099,0,0,0,9,3.0,46.0
0,0,0,0,108000.0,2,4,1,2,8862,1625,1,0,0,12,2.0,32.0
0,0,0,1,292500.0,4,2,1,1,12454,4030,1,1,0,16,3.0,22.0
1,0,1,0,65250.0,1,1,1,1,20872,0,0,0,0,13,2.0,46.0
1,1,1,4,157500.0,4,1,1,1,11380,1734,0,0,0,11,6.0,37.0
1,0,0,2,225000.0,4,1,0,1,16768,3088,1,0,0,9,4.0,33.0
1,0,0,2,202500.0,4,4,1,5,10954,745,0,0,0,4,4.0,31.0
0,0,0,1,103500.0,4,4,1,1,11720,1191,0,0,0,16,3.0,9.0
0,1,0,1,166500.0,2,1,1,1,14489,5819,0,0,0,12,3.0,49.0
0,0,0,0,234000.0,4,1,3,1,10621,1931,0,0,0,11,1.0,11.0
0,1,1,0,135000.0,4,4,4,1,16641,1407,0,0,0,5,1.0,46.0
0,0,1,0,58500.0,4,4,1,1,14731,4931,0,0,1,9,2.0,39.0
0,1,1,0,90000.0,0,4,1,1,17206,1626,0,0,0,16,2.0,6.0
0,1,1,0,157500.0,4,1,1,1,14976,3550,0,0,1,4,2.0,24.0
0,0,1,0,270000.0,4,4,1,1,18114,10121,0,0,0,7,2.0,11.0
0,0,1,1,135000.0,4,2,1,1,14099,1616,0,0,0,3,3.0,30.0
0,0,1,0,72000.0,4,4,4,1,19923,2078,1,1,0,1,1.0,14.0
0,0,1,1,337500.0,4,0,3,1,12555,2769,0,0,0,5,2.0,34.0
0,0,1,0,247500.0,0,1,3,1,13788,3822,1,1,0,9,1.0,33.0
0,0,1,0,90000.0,1,4,1,1,23120,0,0,0,0,13,2.0,58.0
0,0,1,0,67500.0,1,4,1,1,19549,0,0,0,0,13,2.0,6.0
1,1,1,0,157500.0,4,4,1,1,10647,1610,0,0,0,9,2.0,47.0
1,0,0,1,135000.0,4,4,1,1,10116,880,0,0,0,9,3.0,12.0
0,0,1,0,157500.0,4,4,1,1,16757,3508,0,0,0,3,2.0,43.0
0,1,1,1,135000.0,4,1,1,1,14863,4407,0,0,0,11,3.0,20.0
1,1,1,0,76500.0,4,4,1,1,18177,2263,1,1,0,9,2.0,22.0
0,0,1,0,157500.0,1,4,1,1,21859,0,0,0,0,13,2.0,42.0
0,0,1,0,153000.0,1,4,2,1,21778,0,0,1,0,13,1.0,37.0
0,0,1,1,148500.0,4,4,1,1,15083,847,0,0,0,7,3.0,55.0
0,1,0,0,112500.0,2,4,4,1,19538,5880,0,0,0,17,1.0,59.0
0,0,1,2,157500.0,0,1,1,1,13766,73,0,0,0,7,4.0,3.0
0,1,0,1,225000.0,4,1,0,1,11501,735,0,0,0,3,3.0,20.0
1,1,1,0,270000.0,4,3,2,1,19164,3825,1,0,0,9,1.0,46.0
0,0,1,0,148500.0,1,4,1,1,19276,0,0,0,0,13,2.0,22.0
0,0,1,0,67500.0,4,4,3,5,9130,2105,0,0,0,7,1.0,39.0
1,1,1,1,112500.0,4,4,1,1,16204,925,1,1,0,4,3.0,57.0
1,1,1,0,427500.0,2,2,3,4,11943,3150,0,1,0,7,1.0,2.0
1,1,1,0,180000.0,1,4,0,1,23289,0,0,1,0,13,2.0,27.0
0,0,1,0,180000.0,1,4,1,1,22655,0,0,0,0,13,2.0,18.0
1,0,0,0,112500.0,0,4,3,1,22707,6771,0,0,0,9,1.0,13.0
0,0,1,0,225000.0,1,4,3,1,22976,0,0,0,0,13,1.0,5.0
0,0,1,0,103500.0,1,2,1,1,22254,0,0,1,0,13,2.0,12.0
0,0,0,0,72000.0,4,1,1,1,9667,1338,0,0,0,3,2.0,60.0
0,0,1,0,180000.0,4,4,1,1,19187,1218,1,1,0,2,2.0,56.0
0,0,1,0,155250.0,4,4,2,1,19420,2267,1,0,0,9,1.0,22.0
0,0,1,2,157500.0,2,1,1,1,9958,987,1,1,0,3,4.0,27.0
1,0,1,0,90000.0,4,4,1,1,18427,1296,0,0,0,9,2.0,22.0
1,1,1,2,135000.0,4,4,1,1,14156,2195,1,1,0,5,4.0,24.0
1,1,0,1,126000.0,1,4,1,1,15776,0,0,1,0,13,3.0,7.0
0,0,0,0,112500.0,1,4,0,1,23308,0,0,0,0,13,2.0,26.0
0,1,1,1,135000.0,0,4,1,1,11159,856,0,0,0,16,3.0,41.0
0,0,1,0,112500.0,0,1,1,1,17472,1202,1,1,0,5,2.0,12.0
0,0,1,0,90000.0,1,4,1,1,22123,0,0,0,1,13,2.0,47.0
0,0,1,0,292500.0,1,4,0,1,21582,0,0,0,0,13,2.0,6.0
0,1,0,0,135000.0,1,4,1,1,22014,0,0,0,0,13,2.0,51.0
0,0,0,0,67500.0,4,4,0,1,15563,309,0,0,0,2,2.0,45.0
0,0,0,0,157500.0,1,4,3,2,21471,0,0,0,0,13,1.0,29.0
0,0,1,0,180000.0,2,4,1,1,16555,2045,0,0,0,9,2.0,52.0
1,1,1,0,180000.0,4,4,1,1,13194,809,0,0,0,4,2.0,19.0
1,1,0,0,135000.0,1,4,1,1,14400,0,0,1,0,13,2.0,1.0
0,0,0,0,103500.0,1,4,1,1,24346,0,0,0,0,13,2.0,57.0
1,0,0,0,225000.0,4,1,1,1,13231,3139,1,1,0,16,2.0,49.0
0,1,1,2,135000.0,2,4,1,1,14439,6094,1,0,0,3,4.0,15.0
1,1,1,0,180000.0,4,4,1,1,12488,747,0,0,1,9,2.0,0.0
0,0,0,0,135000.0,4,4,3,2,19911,126,0,0,0,2,1.0,36.0
0,1,1,0,135000.0,4,4,1,1,17785,1712,0,0,0,9,2.0,15.0
1,0,0,0,391500.0,4,4,3,2,9242,508,0,0,0,16,1.0,4.0
1,1,1,1,810000.0,4,4,1,1,15989,2240,0,0,0,9,3.0,3.0
0,0,1,1,157500.0,0,4,1,2,13480,1328,0,0,1,16,3.0,13.0
0,0,1,0,225000.0,4,4,4,1,19890,2384,1,0,0,7,1.0,10.0
0,1,0,2,135000.0,2,1,1,1,13495,2357,1,0,0,3,4.0,11.0
0,0,1,0,157500.0,1,4,0,1,21774,0,0,0,0,13,2.0,23.0
1,0,1,1,292500.0,2,1,1,1,16833,3515,0,0,1,3,3.0,32.0
0,0,0,0,90000.0,4,4,1,2,19171,429,0,0,0,9,2.0,19.0
1,1,0,2,202500.0,4,1,1,1,11736,727,0,0,0,4,4.0,42.0
0,0,1,0,292500.0,0,4,2,1,15714,458,1,1,0,5,1.0,34.0
0,0,1,0,171000.0,4,4,1,1,15629,356,0,0,0,16,2.0,44.0
0,0,0,0,112500.0,1,4,2,1,20605,0,0,0,0,13,1.0,5.0
0,0,1,0,175500.0,1,4,1,1,20770,0,0,0,0,13,2.0,19.0
1,0,0,0,222750.0,4,1,1,1,17835,4663,1,1,0,11,2.0,23.0
0,1,1,0,252000.0,4,4,1,1,17562,1261,0,0,0,12,2.0,20.0
0,0,0,0,225000.0,4,1,2,1,12904,4297,0,1,0,9,1.0,43.0
0,0,1,0,157500.0,2,4,1,1,18936,9240,0,0,0,9,2.0,26.0
1,1,0,0,270000.0,0,4,1,1,20776,2745,1,1,0,11,2.0,31.0
1,1,1,0,202500.0,0,1,1,1,10353,1691,0,0,0,4,2.0,21.0
1,0,0,0,180000.0,0,4,0,4,14542,3179,0,0,0,9,2.0,13.0
0,0,1,0,99000.0,4,4,1,1,17541,7276,1,1,1,9,2.0,8.0
1,1,1,2,225000.0,0,4,0,1,18376,4270,1,1,1,5,4.0,38.0
1,1,1,1,315000.0,4,4,2,1,16314,882,0,0,0,11,2.0,28.0
1,1,1,2,108000.0,2,4,1,1,12529,918,1,0,0,5,4.0,16.0
0,0,0,0,180000.0,4,1,1,1,9948,704,0,0,0,0,2.0,1.0
1,0,1,0,382500.0,1,4,4,1,21673,0,0,0,0,13,1.0,16.0
1,1,1,0,121500.0,0,4,1,1,19258,3605,1,1,0,4,2.0,22.0
0,1,1,1,270000.0,0,0,1,1,12155,979,0,0,0,16,3.0,19.0
0,1,1,1,234000.0,0,4,1,1,10865,1481,0,0,0,16,3.0,3.0
0,1,0,0,126000.0,1,1,0,1,24932,0,0,1,0,13,2.0,36.0
1,0,0,0,180000.0,0,1,3,1,9488,1505,0,0,0,7,1.0,39.0
1,1,1,1,292500.0,0,1,1,1,12569,3322,0,0,0,5,3.0,5.0
0,0,1,0,45000.0,1,4,1,1,19041,0,0,1,0,13,2.0,1.0
0,0,1,1,157500.0,2,4,3,1,12676,1350,0,0,0,19,2.0,21.0
0,0,1,0,225000.0,2,1,1,1,18229,1288,0,0,0,7,2.0,25.0
0,1,1,2,121500.0,0,4,1,1,12797,249,0,0,0,7,4.0,10.0
0,0,1,0,112500.0,1,4,1,1,22530,0,0,1,0,13,2.0,18.0
0,0,1,0,135000.0,0,1,0,1,20596,5156,0,0,0,7,2.0,40.0
0,0,1,0,283500.0,1,1,2,1,22464,0,0,0,0,13,1.0,16.0
1,0,0,0,180000.0,0,1,3,1,10514,101,1,1,0,3,1.0,9.0
1,1,0,3,180000.0,4,4,1,1,10048,3475,1,0,0,5,5.0,17.0
1,0,1,0,90000.0,0,4,0,1,16459,704,1,0,0,10,2.0,5.0
1,1,1,0,315000.0,0,4,1,1,15509,1189,1,1,0,4,2.0,48.0
1,1,1,0,135000.0,0,4,1,1,15774,2901,0,1,0,7,2.0,38.0
0,0,1,0,135000.0,4,4,1,1,15923,961,0,0,0,19,2.0,19.0
0,0,1,0,112500.0,1,4,4,1,23018,0,0,0,0,13,1.0,3.0
1,1,1,2,225000.0,4,4,1,1,16221,6903,1,1,0,9,4.0,12.0
0,0,0,0,225000.0,1,1,1,1,24259,0,0,0,0,13,2.0,52.0
1,0,1,0,90000.0,4,4,1,1,8824,739,0,0,1,9,2.0,0.0
0,0,1,0,112500.0,4,4,1,1,17732,6883,0,0,0,3,2.0,23.0
0,0,1,0,103500.0,1,4,1,1,20853,0,0,0,0,13,2.0,16.0
0,0,1,2,90000.0,2,4,0,1,12724,2635,1,0,0,3,4.0,41.0
0,0,0,0,135000.0,1,4,1,1,24255,0,0,0,0,13,2.0,4.0
1,1,0,0,112500.0,4,4,1,1,12002,2262,1,0,0,16,2.0,17.0
0,0,1,0,90000.0,4,4,1,1,16274,1513,0,0,0,2,2.0,14.0
0,0,1,2,135000.0,4,4,2,1,14874,2407,0,0,0,3,3.0,15.0
0,0,1,0,112500.0,1,4,1,1,22319,0,0,0,0,13,2.0,58.0
0,1,1,1,252000.0,0,4,2,1,10707,747,0,0,0,5,2.0,25.0
0,0,1,0,112500.0,1,1,1,1,22062,0,0,0,0,13,2.0,0.0
0,0,1,0,135000.0,4,4,3,1,12360,385,0,0,1,9,1.0,27.0
1,0,0,1,157500.0,4,4,1,1,10825,2074,1,0,0,5,3.0,7.0
1,0,1,0,202500.0,4,4,1,1,13163,1405,0,0,0,9,2.0,0.0
1,1,1,0,135000.0,4,1,1,1,20575,3182,1,0,0,4,2.0,23.0
0,1,1,0,315000.0,1,4,3,1,21012,0,0,0,0,13,1.0,31.0
1,1,0,0,81000.0,2,4,3,2,10574,126,0,0,0,4,1.0,40.0
1,0,0,1,216000.0,4,4,1,2,12946,2418,0,0,1,9,3.0,42.0
0,0,1,0,175500.0,1,4,1,1,23442,0,0,1,0,13,2.0,22.0
0,0,1,0,225000.0,0,4,1,1,22897,1812,0,0,0,11,2.0,13.0
0,0,0,0,180000.0,0,4,3,1,11342,2389,0,0,0,5,1.0,19.0
1,0,0,0,225000.0,4,1,1,1,12019,1556,0,0,1,16,2.0,36.0
0,1,1,0,135000.0,0,4,4,1,21581,5467,0,0,0,0,1.0,14.0
0,0,1,1,193500.0,0,4,1,1,16921,1095,0,0,1,9,3.0,4.0
1,1,1,1,180000.0,4,4,3,1,11533,746,0,0,0,4,2.0,44.0
1,1,1,0,112500.0,4,4,1,1,13440,6639,0,0,0,3,2.0,25.0
0,0,1,1,157500.0,4,4,1,1,12623,5726,0,0,0,9,3.0,54.0
0,0,1,1,193500.0,2,1,0,1,12875,1009,0,0,1,11,3.0,17.0
0,1,0,0,202500.0,4,1,1,1,16112,6337,1,1,0,11,2.0,55.0
0,0,1,0,49500.0,1,4,2,1,22295,0,0,1,0,13,1.0,37.0
0,0,1,0,189000.0,1,4,4,1,20858,0,0,0,0,13,1.0,4.0
0,1,1,2,157500.0,4,4,1,1,12885,2087,1,0,0,9,4.0,26.0
1,1,1,0,382500.0,4,4,1,1,21748,1388,0,0,0,18,2.0,5.0
0,0,1,0,225000.0,1,4,1,2,23758,0,0,0,0,13,2.0,34.0
1,0,0,3,135000.0,0,4,1,1,10980,2893,0,0,0,3,5.0,35.0
1,0,1,0,180000.0,0,1,3,1,12319,1689,0,0,0,5,1.0,38.0
0,0,0,0,135000.0,0,4,1,1,15218,2265,0,1,0,11,2.0,39.0
0,0,1,0,144000.0,2,1,2,1,19935,9564,0,0,0,3,1.0,12.0
1,0,1,0,31500.0,1,4,1,1,22564,0,0,0,0,13,2.0,11.0
1,1,1,4,157500.0,4,1,1,1,11380,1734,0,0,0,11,6.0,9.0
0,0,1,0,202500.0,1,1,3,1,18540,0,0,1,0,13,1.0,55.0
1,1,0,0,225000.0,1,1,1,1,19823,0,0,1,0,13,2.0,46.0
0,1,1,1,225000.0,0,1,2,1,15671,232,0,0,1,9,2.0,55.0
0,1,1,0,315000.0,0,4,1,1,15653,5500,0,0,1,3,2.0,43.0
0,1,0,0,247500.0,4,4,2,1,13546,2142,0,0,0,9,1.0,10.0
0,0,0,0,405000.0,4,1,1,1,16388,7127,0,0,0,5,2.0,44.0
0,1,1,0,360000.0,4,4,1,1,18356,1820,0,0,0,7,2.0,22.0
0,0,1,0,292500.0,4,4,1,1,12379,4453,0,0,1,16,2.0,21.0
1,1,1,0,243000.0,0,4,1,1,13533,2535,0,1,0,9,2.0,6.0
1,0,1,0,144000.0,4,4,1,1,21649,3000,1,1,0,4,2.0,9.0
1,1,1,0,180000.0,2,1,1,1,10091,643,0,0,0,7,2.0,3.0
0,0,1,0,49500.0,1,4,4,1,23181,0,0,1,0,13,1.0,3.0
0,0,1,0,135000.0,1,4,4,1,21391,0,0,0,0,13,1.0,54.0
1,1,1,0,112500.0,1,1,1,1,23379,0,0,0,0,13,2.0,29.0
0,0,1,0,126000.0,4,1,1,1,17864,491,1,0,0,7,2.0,43.0
0,0,1,0,112500.0,4,4,1,1,9894,2499,1,1,0,16,2.0,41.0
0,0,1,1,135000.0,4,2,2,1,10153,599,0,0,0,16,2.0,48.0
0,0,1,0,90000.0,4,4,2,1,19042,3319,0,0,0,5,1.0,55.0
0,0,1,0,202500.0,0,4,0,1,16817,4410,0,0,1,16,2.0,6.0
0,1,1,2,67500.0,4,1,1,2,12262,3038,0,0,0,17,4.0,14.0
0,0,1,0,157500.0,0,4,0,1,14120,2103,0,0,0,5,2.0,12.0
1,0,1,1,180000.0,4,3,1,1,10581,1692,1,0,0,5,3.0,52.0
1,1,1,0,112500.0,4,4,1,1,16285,1184,0,0,0,9,2.0,31.0
0,1,1,0,270000.0,0,1,1,1,19960,5679,0,0,0,0,2.0,44.0
0,0,1,0,450000.0,4,4,1,1,23488,5150,0,1,0,1,2.0,2.0
0,0,1,0,202500.0,4,4,1,1,17563,1713,1,1,0,0,2.0,14.0
1,0,0,1,202500.0,4,4,1,1,10512,523,0,0,0,5,3.0,52.0
0,0,0,1,108000.0,0,4,1,1,15150,719,0,0,0,12,3.0,55.0
0,1,1,0,135000.0,0,4,1,1,17840,1993,0,1,1,7,2.0,41.0
0,1,1,1,270000.0,0,4,1,1,13865,1682,0,1,0,16,3.0,48.0
0,0,1,0,292500.0,1,4,3,1,22576,0,0,0,0,13,1.0,1.0
0,1,0,0,144000.0,4,1,0,1,9778,857,1,1,0,5,2.0,17.0
0,0,1,0,180000.0,1,4,3,1,23431,0,0,0,0,13,1.0,6.0
1,0,0,0,112500.0,4,4,3,1,9417,445,1,0,0,9,1.0,15.0
0,0,1,0,135000.0,4,4,1,1,21396,1013,0,0,1,7,2.0,18.0
1,1,1,0,270000.0,4,1,1,1,14466,1569,0,1,0,5,2.0,25.0
0,1,1,1,180000.0,0,4,3,1,11348,1436,0,0,0,14,2.0,48.0
0,0,1,3,135000.0,4,4,3,2,13841,4425,0,1,0,5,4.0,31.0
1,1,1,0,184500.0,2,1,1,1,13916,169,0,0,0,11,2.0,14.0
0,0,1,0,135000.0,2,4,1,1,18501,1866,0,0,0,12,2.0,32.0
0,0,1,0,202500.0,1,4,1,1,21464,0,0,0,0,13,2.0,42.0
0,1,1,1,90000.0,2,4,1,1,17532,8044,0,0,0,12,3.0,8.0
1,1,1,3,202500.0,4,4,1,1,13350,1981,0,0,0,9,5.0,27.0
1,1,0,0,135000.0,0,4,1,1,11440,4663,0,0,0,7,2.0,34.0
0,1,0,0,225000.0,0,4,0,5,16314,1040,1,0,0,7,2.0,40.0
0,0,1,0,67500.0,1,4,1,1,21732,0,0,0,0,13,2.0,10.0
0,1,0,0,144000.0,0,1,1,1,16830,3458,0,0,0,5,2.0,41.0
1,1,1,0,135000.0,4,4,1,1,17235,2700,0,1,0,3,2.0,9.0
1,1,0,0,459000.0,0,4,1,1,15980,119,1,1,0,4,2.0,12.0
0,0,0,1,202500.0,2,4,1,1,12910,1661,1,0,0,7,3.0,8.0
1,1,1,0,90000.0,4,4,0,1,12821,155,0,0,0,9,2.0,27.0
1,0,0,0,202500.0,4,4,0,1,22800,102,0,0,0,4,2.0,14.0
1,0,1,0,292500.0,0,1,3,4,9990,1221,0,1,0,16,1.0,16.0
1,1,0,1,229500.0,2,4,1,1,21665,4342,0,0,0,11,3.0,51.0
1,1,1,2,225000.0,4,4,1,1,9761,854,1,1,0,9,4.0,22.0
0,1,0,0,225000.0,4,4,1,2,12155,667,0,0,0,9,2.0,48.0
1,0,0,0,360000.0,0,1,1,1,15490,3445,0,0,0,5,2.0,44.0
1,1,1,2,225000.0,4,4,1,1,10380,3396,0,0,0,9,4.0,19.0
0,0,0,1,144000.0,4,4,1,1,14802,1846,0,0,0,4,3.0,43.0
1,0,1,0,270000.0,4,4,2,1,13383,991,1,1,0,9,1.0,25.0
1,0,0,0,157500.0,4,4,1,1,14130,2877,1,1,1,14,2.0,19.0
0,0,1,0,225000.0,1,4,1,1,20989,0,0,0,0,13,2.0,14.0
1,0,0,2,157500.0,4,1,1,1,11811,4676,0,0,0,9,4.0,45.0
1,1,0,0,225000.0,4,4,1,1,19972,6610,0,0,0,9,2.0,7.0
1,0,1,0,148500.0,4,4,3,1,11819,962,0,0,0,9,1.0,6.0
0,0,0,0,67500.0,4,4,1,1,18549,1160,1,0,0,5,2.0,43.0
0,0,0,1,292500.0,4,2,1,1,12454,4030,1,1,0,16,3.0,21.0
0,0,0,0,225000.0,4,1,2,1,12904,4297,0,1,0,9,1.0,27.0
0,1,1,0,202500.0,1,4,1,1,23390,0,0,0,0,13,2.0,37.0
1,1,1,0,112500.0,4,4,1,1,22720,860,0,1,1,10,2.0,25.0
0,1,1,1,193500.0,0,1,1,1,10716,491,0,0,0,16,3.0,7.0
0,0,0,0,270000.0,0,4,2,2,16999,1140,1,1,0,16,1.0,13.0
1,1,0,2,225000.0,0,4,1,1,14636,3850,0,0,0,5,4.0,20.0
0,0,1,0,180000.0,1,4,1,1,22115,0,0,1,0,13,2.0,23.0
0,0,0,0,270000.0,0,1,1,1,14953,8109,1,1,0,11,2.0,9.0
1,1,0,0,360000.0,0,4,3,1,16270,460,0,1,0,4,1.0,27.0
0,1,1,2,90000.0,4,1,1,1,11599,1928,1,1,0,0,4.0,24.0
0,1,1,1,67500.0,4,4,1,1,12821,931,0,1,1,9,3.0,36.0
1,1,1,0,180000.0,4,4,1,1,12604,2620,1,1,0,11,2.0,26.0
0,0,1,1,121500.0,1,4,1,1,18797,0,0,1,0,13,3.0,54.0
0,1,1,1,337500.0,0,1,1,1,14558,1250,0,0,0,7,3.0,5.0
0,1,1,0,180000.0,4,1,2,1,17269,8469,0,0,0,5,1.0,60.0
0,0,1,0,247500.0,4,1,1,1,22100,578,0,0,1,11,2.0,35.0
0,0,0,0,135000.0,1,4,1,1,20608,0,0,0,0,13,2.0,15.0
0,0,1,0,175500.0,1,4,1,1,20770,0,0,0,0,13,2.0,32.0
0,0,1,0,292500.0,0,1,1,1,18942,4854,1,0,0,16,2.0,14.0
0,1,0,0,315000.0,0,4,0,1,13902,1703,1,0,0,7,2.0,7.0
1,1,1,0,225000.0,4,4,1,1,20145,1043,0,0,0,9,2.0,45.0
0,0,0,1,135000.0,0,4,1,5,13689,1172,0,0,0,16,3.0,17.0
1,1,1,0,315000.0,4,4,3,1,12912,3403,0,0,1,4,1.0,25.0
0,0,1,0,54000.0,1,4,1,1,24044,0,0,1,0,13,2.0,36.0
1,0,1,0,450000.0,0,4,1,1,23674,2087,0,0,0,18,2.0,7.0
0,0,1,0,45000.0,0,4,1,1,15724,1389,1,1,0,16,2.0,15.0
1,0,1,1,225000.0,0,4,1,1,9865,827,0,0,0,9,3.0,3.0
0,0,1,0,225000.0,4,1,1,1,13767,1093,0,0,0,11,2.0,25.0
0,0,1,0,225000.0,1,4,1,2,23758,0,0,0,0,13,2.0,6.0
0,0,1,0,112500.0,0,4,3,1,15903,762,0,0,0,16,1.0,5.0
0,1,1,2,157500.0,0,1,1,1,13584,6337,0,1,0,12,4.0,0.0
0,0,1,0,135000.0,4,1,1,1,8319,689,1,0,0,5,2.0,10.0
0,0,1,0,157500.0,2,4,0,1,12942,3253,0,0,0,5,2.0,1.0
0,0,1,1,135000.0,0,4,3,1,14578,7346,0,0,0,9,2.0,26.0
1,0,0,0,157500.0,0,1,0,1,9361,164,1,0,0,19,2.0,5.0
0,0,1,0,180000.0,1,4,0,1,21369,0,0,1,0,13,2.0,21.0
0,0,1,0,256500.0,0,1,2,1,19604,970,0,0,0,11,1.0,34.0
1,1,1,1,360000.0,4,4,1,1,16521,1359,0,1,0,9,3.0,14.0
0,1,1,0,247500.0,4,4,3,1,19046,5618,0,0,0,9,1.0,24.0
0,1,1,0,517500.0,2,1,1,1,16274,7172,0,0,0,5,2.0,46.0
0,0,0,0,112500.0,0,3,1,2,19020,231,0,0,0,16,2.0,5.0
0,0,1,0,247500.0,1,1,1,1,22107,0,0,0,0,13,2.0,52.0
1,0,0,2,180000.0,4,4,1,1,9930,2324,0,0,1,9,4.0,26.0
1,1,1,0,135000.0,0,4,1,1,9984,2606,0,0,0,9,2.0,29.0
0,0,1,1,225000.0,4,1,1,1,19573,7404,0,1,0,5,3.0,10.0
0,1,0,0,72000.0,4,4,1,1,15185,227,1,1,0,12,2.0,9.0
1,0,0,0,117000.0,4,1,3,1,8168,804,1,0,0,16,1.0,19.0
1,0,1,1,157500.0,4,4,1,1,8565,423,0,0,1,3,3.0,17.0
1,0,1,1,405000.0,0,1,1,1,11842,2016,0,0,0,11,3.0,39.0
1,1,1,2,301500.0,2,4,1,3,17080,2715,0,1,0,7,4.0,29.0
0,0,0,0,216000.0,1,4,1,1,22867,0,0,0,0,13,2.0,26.0
0,0,1,0,117000.0,1,4,1,1,24348,0,0,1,0,13,2.0,1.0
1,1,0,2,292500.0,0,4,1,1,13195,1266,0,0,0,9,4.0,7.0
0,1,1,0,67500.0,4,4,0,1,16447,1468,1,0,0,1,2.0,11.0
0,1,0,0,144000.0,4,4,4,1,14407,1345,0,0,0,6,1.0,6.0
1,1,0,0,180000.0,4,4,3,5,11136,3487,0,1,0,16,1.0,54.0
1,1,1,0,202500.0,2,4,1,1,14622,2199,0,0,0,3,2.0,15.0
0,1,0,0,315000.0,4,1,1,0,13064,2286,1,0,0,12,2.0,33.0
