gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,-13231,-3139,1,1,1,0,Sales staff,2.0,-49.0,2.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16227,-4854,1,0,0,0,Sales staff,2.0,-54.0,2.0
F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,-21450,-13245,1,0,0,0,Core staff,1.0,-60.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,,1.0,-5.0,2.0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,1,0,0,Laborers,2.0,-3.0,1.0
M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20502,-4450,1,0,1,0,Drivers,2.0,-11.0,2.0
M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21913,365243,1,0,0,0,,2.0,-11.0,2.0
F,Y,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20612,365243,1,0,0,0,,2.0,-8.0,2.0
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20092,-1345,1,0,0,0,Cleaning staff,1.0,-49.0,2.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,1,0,0,0,Core staff,1.0,-53.0,2.0
F,Y,N,0,382500.0,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2.0,-11.0,2.0
M,Y,Y,2,337500.0,State servant,Secondary / secondary special,Married,Office apartment,-12977,-3970,1,0,0,0,Laborers,4.0,-30.0,2.0
F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16511,-3148,1,0,0,0,Laborers,2.0,-30.0,1.0
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,365243,1,0,0,0,,1.0,-41.0,2.0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18672,-2477,1,1,1,0,Laborers,2.0,-51.0,2.0
M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,-10448,-2323,1,1,0,1,,2.0,-14.0,1.0
F,N,Y,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,-17965,-2775,1,0,1,0,Private service staff,1.0,-17.0,0.0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1.0,-33.0,2.0
M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,-18.0,2.0
F,Y,Y,1,279000.0,Working,Higher education,Civil marriage,House / apartment,-16187,-3731,1,1,1,0,Managers,3.0,-33.0,2.0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18484,-6033,1,0,1,0,Medicine staff,2.0,-39.0,2.0
F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,-16641,-1192,1,0,0,0,Core staff,2.0,-37.0,0.0
F,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,,2.0,-28.0,2.0
M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,-15606,-160,1,0,1,0,Sales staff,3.0,-49.0,2.0
F,Y,N,0,315000.0,Commercial associate,Higher education,Widow,House / apartment,-18064,-3315,1,1,0,0,Managers,1.0,-38.0,1.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21041,365243,1,0,0,0,,1.0,-42.0,1.0
M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21064,365243,1,0,0,0,,2.0,-1.0,1.0
M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,-17.0,2.0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,-50.0,2.0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,-23.0,2.0
F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897,-3435,1,1,1,1,,2.0,-45.0,2.0
F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,-21574,-1081,1,0,1,0,,2.0,-4.0,2.0
F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,,2.0,-22.0,0.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9383,-689,1,0,0,0,High skill tech staff,2.0,-2.0,1.0
M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,,4.0,-35.0,2.0
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988,-1994,1,0,1,0,High skill tech staff,3.0,-25.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2.0,-23.0,2.0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17733,-2362,1,0,0,0,Security staff,2.0,-23.0,2.0
M,N,Y,0,382500.0,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,2.0,-34.0,2.0
M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2.0,-14.0,2.0
M,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-19865,-9076,1,0,0,1,Drivers,2.0,-44.0,2.0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16940,-1966,1,0,0,0,Cleaning staff,1.0,-8.0,2.0
F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20296,365243,1,0,1,0,,2.0,-31.0,2.0
F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,-11075,-2808,1,1,0,0,Core staff,4.0,-46.0,1.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,365243,1,0,1,0,,2.0,-7.0,2.0
F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,-12523,-2482,1,0,0,0,Managers,3.0,-46.0,2.0
M,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,-17952,-4086,1,0,0,0,,1.0,-16.0,2.0
M,N,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-19631,365243,1,0,0,0,,2.0,-3.0,1.0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18744,-3141,1,0,1,0,Laborers,2.0,-21.0,2.0
M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2.0,-20.0,0.0
M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,-10581,-1692,1,1,0,0,,3.0,-52.0,2.0
M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,-18.0,2.0
F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,3.0,-25.0,1.0
M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13682,-5460,1,1,1,0,,3.0,-5.0,2.0
F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21414,365243,1,0,1,0,,2.0,-51.0,2.0
F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18279,-1741,1,0,1,0,Sales staff,2.0,-3.0,1.0
F,N,Y,0,139500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9302,-837,1,0,0,0,,1.0,-8.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,-16022,-9052,1,0,0,0,Sales staff,2.0,-39.0,2.0
F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,1,0,0,0,Laborers,3.0,-6.0,1.0
F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24473,365243,1,0,1,0,,2.0,-47.0,2.0
F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0,-29.0,2.0
F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2.0,-50.0,2.0
F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-9172,-2175,1,1,0,0,Laborers,2.0,-3.0,1.0
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19370,-2410,1,1,1,0,Laborers,2.0,-39.0,2.0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-8319,-689,1,1,0,0,,2.0,-10.0,2.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-20027,-2697,1,0,0,0,Cleaning staff,1.0,-39.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20971,365243,1,0,1,0,,2.0,-22.0,2.0
M,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-12316,-291,1,0,0,0,Laborers,2.0,-25.0,2.0
F,N,Y,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23153,365243,1,0,1,0,,2.0,-15.0,1.0
M,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9361,-164,1,1,0,0,Waiters/barmen staff,2.0,-2.0,0.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19261,-5130,1,0,0,0,Sales staff,2.0,-50.0,2.0
F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,1,0,Accountants,1.0,-4.0,1.0
F,N,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,365243,1,0,0,0,,2.0,-52.0,2.0
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0.0,0.0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20723,-5587,1,0,0,0,,2.0,-19.0,2.0
M,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11822,-4246,1,0,0,0,,2.0,-60.0,2.0
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,1,0,0,0,Sales staff,3.0,-22.0,2.0
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10910,-2349,1,1,0,0,Laborers,2.0,-46.0,0.0
F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1.0,-36.0,2.0
M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,1,0,0,0,Drivers,2.0,-35.0,2.0
M,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1.0,-16.0,2.0
M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14670,-6957,1,0,1,0,,4.0,-15.0,2.0
F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22765,365243,1,0,0,0,,1.0,-13.0,2.0
F,N,Y,0,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21757,365243,1,0,0,0,,2.0,-3.0,0.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15867,-2088,1,0,0,0,Sales staff,2.0,-23.0,2.0
F,N,Y,0,247500.0,Commercial associate,Higher education,Widow,House / apartment,-23339,-1233,1,0,1,0,,1.0,-14.0,2.0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,,3.0,-17.0,2.0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,1,0,0,0,,2.0,-11.0,2.0
F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,1,0,Accountants,1.0,-52.0,2.0
F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,-7.0,2.0
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13300,-3668,1,0,1,0,,5.0,-56.0,1.0
F,Y,Y,1,355500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15220,-288,1,0,0,0,Core staff,3.0,-40.0,2.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18767,-1842,1,0,0,0,Cleaning staff,2.0,-5.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20843,365243,1,0,1,0,,2.0,-54.0,2.0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,-21.0,2.0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15027,-2257,1,0,1,0,Sales staff,1.0,-22.0,2.0
M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,Core staff,2.0,-11.0,1.0
M,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13543,-1326,1,0,0,0,Drivers,2.0,-26.0,2.0
F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,Rented apartment,-12209,-840,1,0,1,1,,4.0,-60.0,2.0
F,N,Y,0,132750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20375,365243,1,0,0,0,,1.0,-16.0,0.0
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16118,-1959,1,0,1,0,,3.0,-21.0,2.0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16725,-5618,1,0,0,0,Low-skill Laborers,4.0,-42.0,0.0
M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,-59.0,2.0
F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1.0,-7.0,1.0
F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,1,0,0,0,Accountants,1.0,-8.0,0.0
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10092,-976,1,0,0,0,,3.0,-11.0,1.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20399,365243,1,0,0,0,,2.0,-3.0,1.0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10376,-126,1,0,1,0,Drivers,2.0,-13.0,2.0
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11749,-992,1,0,0,0,Medicine staff,2.0,-23.0,2.0
F,N,Y,2,135000.0,Working,Incomplete higher,Married,House / apartment,-10598,-2175,1,0,0,1,Sales staff,4.0,-3.0,1.0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-20858,-3110,1,0,0,0,Laborers,2.0,-20.0,0.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,-3.0,0.0
F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2.0,-11.0,2.0
F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24348,365243,1,0,1,0,,2.0,-1.0,1.0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16120,-991,1,0,1,0,Sales staff,2.0,-42.0,2.0
F,N,Y,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,2.0,-28.0,2.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17803,-10079,1,0,1,0,Core staff,1.0,-49.0,1.0
F,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-12279,-1844,1,1,0,0,Laborers,2.0,-48.0,1.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14760,-1315,1,0,0,0,,1.0,-29.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20441,365243,1,0,0,0,,1.0,-7.0,1.0
F,N,Y,0,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21757,365243,1,0,0,0,,2.0,-1.0,0.0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,1,0,Laborers,3.0,-32.0,0.0
M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10577,-2653,1,0,0,0,,2.0,-27.0,2.0
M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13336,-1436,1,0,0,0,Low-skill Laborers,2.0,-27.0,2.0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10911,-535,1,0,0,0,Laborers,2.0,-11.0,1.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21911,-744,1,1,1,0,,2.0,-50.0,2.0
M,Y,N,1,315000.0,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,1,0,High skill tech staff,3.0,-16.0,2.0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21982,365243,1,0,0,0,,1.0,-10.0,2.0
M,Y,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-14369,-4633,1,0,1,0,Managers,2.0,-33.0,0.0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,-11.0,2.0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1.0,-6.0,1.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14072,-699,1,0,0,0,Private service staff,2.0,-22.0,1.0
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11627,-2128,1,0,0,0,,3.0,-51.0,2.0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19648,365243,1,0,0,0,,2.0,-40.0,1.0
F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1.0,-10.0,2.0
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22471,365243,1,0,0,0,,2.0,-49.0,2.0
F,Y,Y,0,72000.0,Working,Secondary / secondary special,Married,With parents,-12138,-200,1,0,0,0,Cooking staff,2.0,-25.0,2.0
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,1,0,1,0,Laborers,1.0,-13.0,2.0
M,N,N,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18981,365243,1,0,0,0,,3.0,-16.0,2.0
F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22682,365243,1,0,0,0,,2.0,-24.0,0.0
M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4.0,-39.0,2.0
F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,2.0,-47.0,2.0
M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-12245,-3271,1,1,0,0,,2.0,-32.0,2.0
F,Y,Y,2,126000.0,Working,Incomplete higher,Married,House / apartment,-11432,-129,1,0,1,0,Core staff,4.0,-25.0,2.0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20043,-682,1,1,1,0,Laborers,2.0,-19.0,2.0
F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10456,-1953,1,1,0,0,Medicine staff,2.0,-37.0,2.0
M,N,Y,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9070,-401,1,0,0,0,Sales staff,1.0,-23.0,2.0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19601,-796,1,0,0,0,High skill tech staff,2.0,-17.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12917,-1766,1,1,0,0,Sales staff,2.0,-60.0,2.0
F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2.0,-58.0,2.0
F,N,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16347,-1812,1,0,0,0,Sales staff,2.0,-43.0,2.0
F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,,2.0,-49.0,1.0
F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028,365243,1,0,0,0,,2.0,-28.0,1.0
M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,2.0,-40.0,1.0
M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-19834,-477,1,0,0,0,Managers,2.0,-11.0,2.0
F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12724,-2635,1,1,0,0,Core staff,4.0,-29.0,2.0
F,Y,N,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-17370,-8443,1,1,1,0,,2.0,-11.0,2.0
F,N,Y,1,90000.0,Working,Higher education,Married,House / apartment,-10520,-2378,1,0,0,0,Laborers,3.0,-55.0,2.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10227,-3365,1,1,1,0,Sales staff,1.0,-6.0,2.0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Widow,House / apartment,-17710,-1772,1,0,0,0,Cooking staff,1.0,-8.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20462,365243,1,0,1,0,,1.0,-40.0,0.0
M,N,N,0,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10294,-1992,1,0,0,0,Laborers,1.0,-51.0,2.0
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16234,-6075,1,0,1,0,Laborers,3.0,-24.0,2.0
F,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,,2.0,-57.0,2.0
F,Y,Y,0,540000.0,Commercial associate,Higher education,Married,House / apartment,-15702,-185,1,0,1,0,,2.0,-7.0,0.0
F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,1.0,-43.0,2.0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,1,0,1,0,Sales staff,1.0,-20.0,2.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18767,-1842,1,0,0,0,Cleaning staff,2.0,-5.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,1,0,0,0,,2.0,-12.0,2.0
F,N,N,0,450000.0,Working,Higher education,Married,With parents,-20343,-1838,1,1,1,0,,2.0,-17.0,2.0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Office apartment,-15090,-6761,1,0,0,0,Managers,3.0,-33.0,2.0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,1,0,Managers,2.0,-52.0,1.0
F,Y,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20228,365243,1,0,0,0,,2.0,-16.0,2.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13566,-1900,1,1,0,0,High skill tech staff,2.0,-22.0,2.0
M,Y,N,1,315000.0,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,1,0,High skill tech staff,3.0,-16.0,2.0
M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0,-56.0,2.0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1.0,-33.0,2.0
F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,-14489,-5819,1,0,0,0,Medicine staff,3.0,-49.0,2.0
F,Y,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11086,-2937,1,1,1,0,,4.0,-51.0,2.0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,1,0,0,0,Cooking staff,2.0,-2.0,1.0
M,N,N,1,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940,-2483,1,1,0,0,Laborers,3.0,-22.0,0.0
M,N,Y,0,180000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-9208,-2494,1,0,0,0,Laborers,2.0,-11.0,2.0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12912,-3403,1,0,0,1,Drivers,1.0,-8.0,2.0
F,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16095,-7979,1,0,0,0,Medicine staff,3.0,-26.0,2.0
F,N,Y,0,202500.0,Pensioner,Lower secondary,Single / not married,House / apartment,-21304,365243,1,0,0,0,,1.0,-16.0,2.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,-50.0,2.0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,1,0,Drivers,2.0,-12.0,0.0
F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-15111,-2019,1,1,1,0,Sales staff,2.0,-49.0,0.0
F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,1,0,0,0,Core staff,2.0,-45.0,2.0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378,-867,1,0,1,0,Drivers,3.0,-51.0,2.0
F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,1,0,0,1,Private service staff,3.0,-6.0,1.0
M,N,Y,1,202500.0,State servant,Higher education,Married,House / apartment,-10756,-2355,1,0,0,0,Core staff,3.0,-39.0,2.0
M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16923,-2537,1,0,0,0,High skill tech staff,3.0,-20.0,2.0
F,N,N,1,144000.0,Commercial associate,Higher education,Married,House / apartment,-12753,-1315,1,1,1,0,,3.0,-26.0,2.0
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18283,-1113,1,0,0,0,,2.0,-20.0,2.0
M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,1,0,Core staff,2.0,-38.0,2.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20900,365243,1,0,1,0,,2.0,-21.0,1.0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2.0,-14.0,2.0
F,N,Y,0,126000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8189,-473,1,0,0,0,Core staff,1.0,-5.0,1.0
